Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Estimated crime in Arizona

,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
1977,  21896000,     154582,       2515,      10825,,      62852,      78390,   1380039,     468452,     766317,     145270,         706.0,          11.5,          49.4,,         287.0,         358.0,       6302.7,       2139.4,       3499.8,         663.5 
1978,  22294000,     165626,       2611,      11316,,      68235,      83464,   1420857,     488966,     777783,     154108,         742.9,          11.7,          50.8,,         306.1,         374.4,       6373.3,       2193.3,       3488.8,         691.3 
1979,  22696000,     184087,       2952,      12239,,      75767,      93129,   1511021,     496310,     847148,     167563,         811.1,          13.0,          53.9,,         333.8,         410.3,       6657.7,       2186.8,       3732.6,         738.3 
1980,  23532680,     210290,       3411,      13693,,      90420,     102766,   1633042,     545138,     913070,     174834,         893.6,          14.5,          58.2,,         384.2,         436.7,       6939.5,       2316.5,       3880.0,         742.9 
1981,  24159000,     208485,       3143,      13566,,      93781,      97995,   1625302,     540806,     921939,     162557,         863.0,          13.0,          56.2,,         388.2,         405.6,       6727.5,       2238.5,       3816.1,         672.9 
1982,  24724000,     201429,       2779,      12529,,      91988,      94133,   1599827,     499466,     935831,     164530,         814.7,          11.2,          50.7,,         372.1,         380.7,       6470.7,       2020.2,       3785.1,         665.5 
1983,  25174000,     194491,       2639,      12093,,      85826,      93933,   1486487,     460460,     867123,     158904,         772.6,          10.5,          48.0,,         340.9,         373.1,       5904.9,       1829.1,       3444.5,         631.2 
1984,  25622000,     195589,       2717,      11702,,      83924,      97246,   1461731,     443094,     857328,     161309,         763.4,          10.6,          45.7,,         327.5,         379.5,       5705.0,       1729.3,       3346.1,         629.6 
1985,  26365000,     201763,       2770,      11421,,      86387,     101185,   1516710,     448506,     890967,     177237,         765.3,          10.5,          43.3,,         327.7,         383.8,       5752.7,       1701.1,       3379.4,         672.2 
1986,  26981000,     248370,       3038,      12119,,      92512,     140701,   1576299,     457698,     913004,     205597,         920.5,          11.3,          44.9,,         342.9,         521.5,       5842.3,       1696.4,       3383.9,         762.0 
1987,  27663000,     253943,       2924,      12109,,      83341,     155569,   1545928,     419969,     896335,     229624,         918.0,          10.6,          43.8,,         301.3,         562.4,       5588.4,       1518.2,       3240.2,         830.1 
1988,  28168000,     261912,       2936,      11780,,      86141,     161055,   1607180,     407631,     933636,     265913,         929.8,          10.4,          41.8,,         305.8,         571.8,       5705.7,       1447.1,       3314.5,         944.0 
1989,  29063000,     284136,       3158,      11966,,      96431,     172581,   1681516,     410468,     972603,     298445,         977.7,          10.9,          41.2,,         331.8,         593.8,       5785.8,       1412.3,       3346.5,       1026.9 
1990,  29760021,     311051,       3553,      12688,,     112208,     182602,   1654186,     400392,     951580,     302214,       1045.2,          11.9,          42.6,,         377.0,         613.6,       5558.4,       1345.4,       3197.5,       1015.5 
1991,  30380000,     331122,       3859,      12896,,     124939,     189428,   1726391,     424656,     986120,     315615,       1089.9,          12.7,          42.4,,         411.3,         623.5,       5682.7,       1397.8,       3246.0,       1038.9 
1992,  30867000,     345624,       3921,      12761,,     130897,     198045,   1716137,     427491,     968534,     320112,       1119.7,          12.7,          41.3,,         424.1,         641.6,       5559.8,       1384.9,       3137.8,       1037.1 
1993,  31211000,     336381,       4096,      11766,,     126436,     194083,   1678884,     414182,     945407,     319295,       1077.8,          13.1,          37.7,,         405.1,         621.8,       5379.1,       1327.0,       3029.1,       1023.0 
1994,  31431000,     318395,       3703,      10984,,     112160,     191548,   1622102,     384257,     929640,     308205,       1013.0,          11.8,          34.9,,         356.8,         609.4,       5160.8,       1222.5,       2957.7,         980.6 
1995,  31589000,     305154,       3531,      10554,,     104611,     186458,   1536830,     353895,     902456,     280479,         966.0,          11.2,          33.4,,         331.2,         590.3,       4865.1,       1120.3,       2856.9,         887.9 
1996,  31878000,     274996,       2916,      10244,,      94222,     167614,   1385135,     312212,     830457,     242466,         862.7,           9.1,          32.1,,         295.6,         525.8,       4345.1,         979.4,       2605.1,         760.6 
1997,  32268000,     257582,       2579,      10189,,      81468,     163346,   1312367,     299240,     784405,     228722,         798.3,           8.0,          31.6,,         252.5,         506.2,       4067.1,         927.4,       2430.9,         708.8 
1998,  32667000,     229883,       2171,       9782,,      68782,     149148,   1188791,     269012,     724262,     195517,         703.7,           6.6,          29.9,,         210.6,         456.6,       3639.1,         823.5,       2217.1,         598.5 
1999,  33145121,     207879,       2005,       9363,,      60039,     136472,   1053285,     223814,     660991,     168480,         627.2,           6.0,          28.2,,         181.1,         411.7,       3177.8,         675.3,       1994.2,         508.3 
2000,  33871648,     210531,       2079,       9785,,      60249,     138418,   1056183,     222293,     651855,     182035,         621.6,           6.1,          28.9,,         177.9,         408.7,       3118.2,         656.3,       1924.5,         537.4 
2001,  34600463,     212867,       2206,       9960,,      64614,     136087,   1134189,     232273,     697739,     204177,         615.2,           6.4,          28.8,,         186.7,         393.3,       3278.0,         671.3,       2016.6,         590.1 
2002,  35001986,     208388,       2395,      10198,,      64968,     130827,   1176484,     238428,     715692,     222364,         595.4,           6.8,          29.1,,         185.6,         373.8,       3361.2,         681.2,       2044.7,         635.3 
2003,  35462712,     205551,       2407,       9994,,      63770,     129380,   1215086,     242274,     731486,     241326,         579.6,           6.8,          28.2,,         179.8,         364.8,       3426.4,         683.2,       2062.7,         680.5 
2004,  35842038,     189175,       2392,       9615,,      61768,     115400,   1227194,     245903,     728687,     252604,         527.8,           6.7,          26.8,,         172.3,         322.0,       3423.9,         686.1,       2033.1,         704.8 
2005,  36154147,     190178,       2503,       9392,,      63622,     114661,   1200531,     250521,     692467,     257543,         526.0,           6.9,          26.0,,         176.0,         317.1,       3321.0,         692.9,       1915.0,         712.0 
2006,  36457549,     194483,       2486,       9235,,      71142,     111620,   1159988,     247230,     669103,     243655,         533.5,           6.8,          25.3,,         195.1,         306.2,       3181.7,         678.1,       1835.3,         668.3 
2007,  36553215,     191561,       2262,       9046,,      70706,     109547,   1112510,     237850,     654526,     220134,         524.1,           6.2,          24.7,,         193.4,         299.7,       3043.5,         650.7,       1790.6,         602.2 
2008,  36756666,     185329,       2142,       8903,,      69388,     104896,   1080996,     237811,     650656,     192529,         504.2,           5.8,          24.2,,         188.8,         285.4,       2941.0,         647.0,       1770.2,         523.8 
2009,  36961664,     174934,       1972,       8713,,      64093,     100156,   1009433,     230198,     615402,     163833,         473.3,           5.3,          23.6,,         173.4,         271.0,       2731.0,         622.8,       1665.0,         443.3 
2010,  37338198,     164133,       1809,       8331,,      58116,      95877,     981939,     228857,     600558,     152524,         439.6,           4.8,          22.3,,         155.6,         256.8,       2629.9,         612.9,       1608.4,         408.5 
2011,  37683933,     154943,       1792,       7665,,      54291,      91195,     973822,     230075,     596905,     146842,         411.2,           4.8,          20.3,,         144.1,         242.0,       2584.2,         610.5,       1584.0,         389.7 
2012,  37999878,     160944,       1884,       7837,,      56521,      94702,   1049465,     245767,     635090,     168608,         423.5,           5.0,          20.6,,         148.7,         249.2,       2761.8,         646.8,       1671.3,         443.7 
2013,  38431393,     154739,       1746,       7464,      10324,      53640,      89029,   1018907,     232058,     621557,     165292,         402.6,           4.5,          19.4,          26.9,         139.6,         231.7,       2651.2,         603.8,       1617.3,         430.1 
2014,  38802500,     153709,       1699,       8398,      11527,      48680,      91803,     947192,     202670,     592670,     151852,         396.1,           4.4,          21.6,          29.7,         125.5,         236.6,       2441.1,         522.3,       1527.4,         391.3 

Estimated crime in Colorado

,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
1960,   1753947,       2408,          73,         229,,       1362,         744,      35695,       9996,      21949,       3750,         137.3,           4.2,          13.1,,          77.7,          42.4,       2035.1,         569.9,       1251.4,         213.8 
1961,   1781000,       2659,          83,         230,,       1633,         713,      40156,      11681,      23551,       4924,         149.3,           4.7,          12.9,,          91.7,          40.0,       2254.7,         655.9,       1322.3,         276.5 
1962,   1907000,       2990,          96,         283,,       1624,         987,      47872,      12988,      28740,       6144,         156.8,           5.0,          14.8,,          85.2,          51.8,       2510.3,         681.1,       1507.1,         322.2 
1963,   1961000,       2555,          94,         285,,       1340,         836,      49624,      13149,      30465,       6010,         130.3,           4.8,          14.5,,          68.3,          42.6,       2530.5,         670.5,       1553.5,         306.5 
1964,   1966000,       3119,          82,         336,,       1323,       1378,      50528,      13367,      31829,       5332,         158.6,           4.2,          17.1,,          67.3,          70.1,       2570.1,         679.9,       1619.0,         271.2 
1965,   1969000,       3007,          69,         318,,       1073,       1547,      50245,      12817,      32532,       4896,         152.7,           3.5,          16.2,,          54.5,          78.6,       2551.8,         650.9,       1652.2,         248.7 
1966,   1977000,       3340,          79,         343,,       1064,       1854,      56160,      14057,      36205,       5898,         168.9,           4.0,          17.3,,          53.8,          93.8,       2840.7,         711.0,       1831.3,         298.3 
1967,   1975000,       3789,          81,         412,,       1342,       1954,      61565,      15590,      39885,       6090,         191.8,           4.1,          20.9,,          67.9,          98.9,       3117.2,         789.4,       2019.5,         308.4 
1968,   2048000,       5387,         110,         535,,       1977,       2765,      73720,      18780,      46326,       8614,         263.0,           5.4,          26.1,,          96.5,         135.0,       3599.6,         917.0,       2262.0,         420.6 
1969,   2100000,       6275,         112,         605,,       2324,       3234,      88188,      23798,      53743,      10647,         298.8,           5.3,          28.8,,         110.7,         154.0,       4199.4,       1133.2,       2559.2,         507.0 
1970,   2207259,       7874,         137,         795,,       2849,       4093,     109512,      30481,      66043,      12988,         356.7,           6.2,          36.0,,         129.1,         185.4,       4961.4,       1380.9,       2992.1,         588.4 
1971,   2283000,       8530,         149,         877,,       3080,       4424,     117422,      33104,      71423,      12895,         373.6,           6.5,          38.4,,         134.9,         193.8,       5143.3,       1450.0,       3128.5,         564.8 
1972,   2357000,       9555,         196,         905,,       3332,       5122,     122286,      37242,      71154,      13890,         405.4,           8.3,          38.4,,         141.4,         217.3,       5188.2,       1580.1,       3018.8,         589.3 
1973,   2437000,      10088,         193,         944,,       3970,       4981,     123845,      38963,      70931,      13951,         414.0,           7.9,          38.7,,         162.9,         204.4,       5081.9,       1598.8,       2910.6,         572.5 
1974,   2496000,      10728,         151,         910,,       4137,       5530,     143170,      46005,      83722,      13443,         429.8,           6.0,          36.5,,         165.7,         221.6,       5736.0,       1843.1,       3354.2,         538.6 
1975,   2534000,      11735,         188,       1051,,       4412,       6084,     157421,      50710,      94873,      11838,         463.1,           7.4,          41.5,,         174.1,         240.1,       6212.4,       2001.2,       3744.0,         467.2 
1976,   2583000,      10770,         176,         873,,       3608,       6113,     164419,      48558,     104443,      11418,         417.0,           6.8,          33.8,,         139.7,         236.7,       6365.4,       1879.9,       4043.5,         442.0 
1977,   2619000,      13407,         166,       1100,,       4471,       7670,     165405,      50684,     102225,      12496,         511.9,           6.3,          42.0,,         170.7,         292.9,       6315.6,       1935.2,       3903.2,         477.1 
1978,   2670000,      13296,         196,       1323,,       4251,       7526,     169130,      49917,     106185,      13028,         498.0,           7.3,          49.6,,         159.2,         281.9,       6334.5,       1869.6,       3977.0,         487.9 
1979,   2772000,      14472,         161,       1472,,       4353,       8486,     180984,      49741,     117898,      13345,         522.1,           5.8,          53.1,,         157.0,         306.1,       6529.0,       1794.4,       4253.2,         481.4 
1980,   2878407,      15215,         198,       1510,,       4608,       8899,     195872,      58455,     124514,      12903,         528.6,           6.9,          52.5,,         160.1,         309.2,       6804.9,       2030.8,       4325.8,         448.3 
