"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
22,"Indiana",15,93600,92200,90800,89500,88500,87800,87500,87500,87700,88000,88300,88500,88600,88600,88600,88600,88400,88200,87900,87600,87000,86400,86100,86100,86500,87100,87600,88000,88300,88600,88700,88700,88400,87900,87300,86900,86700,86900,87400,88300,89400,90500,91400,92100,92500,92900,93000,93100,93100,93100,93200,93400,93700,94100,94700,95500,96400,97400,98300,99200,99900,100600,101200,101800,102300,102800,103100,103300,103500,103500,103600,103500,103400,103300,103200,103100,103100,103100,103300,103400,103600,103900,104200,104600,105000,105300,105300,105200,104900,104500,104200,104000,103800,103900,104000,104300,104600,105000,105400,105700,105900,106200,106400,106800,107500,108300,109100,109900,110700,111500,112200,112800,113400,113900,114300,114600,114800,114900,114900,114900,115000,115200,115400,115900,116400,116800,117200,117400,117600,117700,117800,117900,117900,117900,117800,117700,117500,117500,117600,117700,117900,118000,117900,117900,117800,117600,117200,116700,116200,115500,114900,114300,113800,113300,112800,112300,111800,111200,110500,109900,109400,109000,108500,108200,108000,107900,107900,107700,107400,107600,107900,108000,108000,108200,108300,108200,108000,107800,107500,107100,106700,106100,105600,105300,105000,104800,104700,104700,104300,104000,104000,104200,104200,104300,104500,104800,105000,105100,105200,105200,105400,105400,105100,104800,104700,104700,104500,104400,104300,104200,104100,104200,104400,104500,104600,104900,105100,105400,105900,106300,106400,106600,107100,107500,108000,108400,108700,108900,109300,109700,110000,110300,110800,111100,111400,111600,111900,112500,113300,113800,114400,115200,116000,116700,117300,118100,118800,119200,119800,120600,121300,122000,122900,123700,124000,124400,125100,125500,126000,126900,127900,128700,129800,131000,131900,132900,133800,135100,136400,137800,139000
8,"Arizona",16,100100,100600,101100,101700,102200,102700,103300,103800,104400,105000,105500,105900,106300,106700,107100,107600,108100,108700,109400,110100,110800,111700,112400,112900,113400,113900,114400,114900,115300,115700,116100,116600,117200,117700,118300,118800,119300,119800,120300,120700,121200,121800,122300,122700,123200,123700,124200,124500,124800,125200,125600,126000,126400,126900,127500,128100,128900,129800,130600,131300,132000,132600,133300,133800,134300,134700,135300,135900,136600,137300,138100,138700,139400,140000,140500,140900,141500,142200,143000,143900,144900,145700,146500,147300,147900,148500,149200,149800,150600,151400,152300,153200,154200,155300,156500,157900,159500,161300,163400,166000,169000,172300,176000,180000,184500,189200,194200,199800,206200,213200,220900,228800,236400,243300,249400,254400,258400,261600,264100,266400,268300,269300,269400,268600,267200,265400,263300,261300,259400,257800,256300,254800,253400,251900,250100,247800,245200,242200,238900,235400,231700,227800,223600,219400,215400,211700,208100,204500,201100,197700,194300,190900,187600,184200,180700,177100,173500,170000,166700,164200,162100,160400,159000,158000,157400,157100,156900,156000,154700,153200,151900,150000,147900,146100,144900,143200,141600,140400,139700,138900,137600,136000,134400,133000,132100,131800,131800,132400,133100,133900,135000,136700,138700,141000,143100,145400,147900,149900,151300,153000,154900,156400,157900,159900,162000,164100,166500,168900,170700,172200,173600,174800,176000,177000,177300,177600,178100,178900,179500,179900,180400,181100,181900,182900,183600,184100,184900,185800,186800,188100,189600,191100,192700,194100,195300,196500,197900,199200,200100,201200,202700,204100,205600,207400,209200,210700,212000,213700,215000,216000,217200,218700,220400,221800,223200,224500,225800,227000,228500,229500,230600,232600,234800,236400,237800,239200,240600,242000,243300,245100,246800
53,"Tennessee",17,69500,69900,70400,70900,71400,71800,72300,72600,73000,73300,73700,74000,74300,74600,75000,75300,75600,75900,76300,76600,77000,77400,77800,78100,78400,78700,79100,79500,79900,80300,80700,81000,81300,81600,81800,82200,82500,82800,83200,83500,83900,84200,84500,84800,85100,85400,85700,86000,86300,86500,86600,86800,86900,87000,87200,87400,87600,88000,88400,88700,89000,89300,89600,89800,90000,90100,90300,90500,90700,90900,91000,91200,91300,91400,91600,91700,92000,92300,92700,93200,93600,93900,94100,94400,94500,94800,95100,95400,95800,96200,96600,97100,97500,97900,98300,98800,99300,99900,100500,101200,101800,102500,103200,103900,104600,105300,106100,106900,107800,108800,109700,110700,111700,112600,113500,114300,115200,116000,116700,117400,118000,118600,119300,120100,120700,121400,122000,122500,122900,123400,123800,124300,124700,125100,125300,125400,125400,125400,125300,125100,125000,124800,124700,124700,124600,124400,124000,123500,122900,122400,121900,121500,121200,120900,120600,120300,120000,119500,119000,118600,118300,118100,118000,117900,118000,118100,118200,117900,117600,117500,117500,117300,117100,116600,116100,115700,115300,114900,114500,114100,113800,113400,112900,112400,112300,112300,112000,111800,111600,111300,111000,111000,110900,110900,111200,111500,111600,111600,111700,111800,112000,112100,112300,112700,113200,113500,113700,114100,114500,114900,115500,116000,116400,116800,117200,117500,118000,118500,119100,119600,119900,120400,120800,121200,121700,122200,122800,123300,123900,124500,125100,125600,126300,126900,127600,128300,129000,129700,130400,131200,131900,132600,133400,134400,135500,136500,137400,138500,139800,141000,142100,143100,144200,145300,146300,147200,147800,148300,149100,150000,151100,152600,154300,155800,156900,157800,158400,159300,160600,162100,163200
32,"Missouri",18,82500,82600,82600,82700,82800,83000,83300,83800,84400,85200,86000,86800,87500,88100,88600,88900,89100,89400,89600,89800,90200,90700,91200,91700,92100,92500,92900,93200,93500,93800,94100,94400,94700,95100,95500,95900,96300,96800,97200,97600,98100,98600,99000,99300,99800,100200,100600,101000,101400,101900,102300,102800,103400,103900,104400,105000,105500,106100,106700,107300,108000,108600,109200,109800,110300,110800,111400,111900,112400,112900,113500,114100,114700,115300,115900,116500,117200,117900,118500,119100,119600,120100,120500,120900,121400,121900,122400,122900,123300,123800,124200,124600,125000,125200,125400,125500,125700,125800,126100,126400,126700,127000,127400,127800,128400,128900,129500,130000,130600,131300,131900,132600,133300,133900,134600,135200,135700,136200,136500,136900,137200,137500,137700,138000,138400,138800,139100,139400,139600,139800,140000,140100,140200,140200,140100,140000,139800,139600,139300,139100,138800,138600,138400,138200,138000,137800,137300,136800,136300,135800,135400,135000,134700,134500,134200,133900,133500,133100,132500,132000,131500,131000,130600,130200,130100,130100,130100,129900,129400,129100,129000,128700,128400,128000,127800,127600,127000,126200,125600,124700,123900,123600,123400,123300,123200,123000,122700,122300,121800,121200,120900,121200,121400,121100,121000,121100,121300,121500,121600,121700,121900,122200,122300,122400,122800,123100,123400,123600,123600,123700,124000,124200,124500,124700,125000,125300,125500,125600,125700,125800,125900,126100,126000,126100,126600,127200,127400,127500,127900,128600,129200,129800,130400,131000,131500,132100,132600,133100,133600,133900,134500,135000,135500,136000,136500,137000,137500,138200,138800,139400,140000,141000,141800,142300,142700,143200,143900,144400,145100,146000,147000,147900,149000,150100,151000,152200,153200,154100,154900,156100,157100
27,"Maryland",19,129200,129200,129100,129000,128900,128900,128900,128900,129000,129200,129400,129400,129400,129300,129300,129200,129200,129300,129400,129500,129800,130200,130700,131000,131200,131300,131400,131400,131500,131600,131700,132000,132500,133000,133600,134100,134500,134900,135300,135600,136000,136400,136800,137400,138100,138900,139600,140200,140800,141300,141800,142400,143000,143600,144400,145200,146100,147100,148100,149000,150000,150900,151900,152900,154000,155100,156400,157700,159100,160600,162100,163700,165300,167100,168900,170700,172600,174600,176700,178900,181200,183400,185700,187900,190200,192600,195000,197600,200300,203000,205800,208800,211800,214900,218000,221300,225000,229000,233500,238300,243400,248500,253800,258900,263900,268800,273300,278000,283000,288200,293300,298300,302900,307000,310700,314000,317000,319600,322100,324700,327300,329500,331200,332700,333700,334400,334800,334900,334800,334700,334400,334300,334100,333300,332000,330300,328300,325900,323200,320200,317100,314000,311000,308500,306100,302900,299100,295100,291300,287800,284600,281600,278700,275800,272800,270000,267100,263600,259900,257000,255000,253600,252600,251900,251600,251500,252000,250200,246800,244800,244700,243600,242300,241000,239700,238300,236800,235400,233800,232500,231300,230000,228800,227700,226500,225100,223800,222500,221600,221400,221300,221400,222300,223400,224100,225000,226100,227100,227800,228400,228800,229200,229300,230000,231600,233200,234600,235900,237200,238400,239400,240600,241600,242000,242300,243000,243500,243700,244300,245100,245700,246200,246900,247400,247700,248000,248700,249100,249500,250000,250600,251200,251700,251700,251800,252500,252900,253100,253200,254000,255400,257000,258300,259500,260300,260900,262000,263500,264900,265900,266800,268000,269100,269800,270200,270400,271200,272500,273600,274600,275700,277500,279500,281300,282500,283200,283600,284000,284700,285800,286700
60,"Wisconsin",20,109300,109100,108700,108000,107200,106200,105500,104900,104600,104600,104700,104600,104600,104700,104800,104900,105000,105000,105100,105100,105300,105700,106000,106200,106500,106800,107200,107600,108000,108600,109200,109900,110700,111500,112200,112700,113200,113800,114300,114800,115400,116000,116500,117100,117800,118700,119600,120300,121000,121600,122200,122700,123100,123700,124200,124800,125500,126100,126700,127400,128100,128700,129400,130100,130700,131400,132000,132700,133500,134400,135200,136000,136700,137400,138000,138600,139100,139600,140100,140700,141500,142300,143200,144100,144900,145600,146300,146900,147600,148200,148900,149600,150400,151400,152600,153800,155100,156400,157600,158800,159900,160800,161500,161600,161000,159600,157800,156100,154800,154200,154200,154700,155300,156000,156600,157200,157900,158500,159000,159500,159900,160100,160200,160200,160200,160300,160500,160700,160900,161200,161600,161900,162100,162100,162000,161800,161600,161400,161200,161100,161000,160800,160600,160300,159800,159100,158400,157700,157000,156400,155800,155300,154800,154500,154200,153900,153600,153100,152500,151800,151100,150600,150200,149900,149800,149900,150100,149900,149400,149100,149000,148500,147600,146900,146200,145200,144200,143300,142500,141900,141500,141100,140500,140200,140100,139800,139600,139400,139200,139100,139100,138800,138800,139000,139200,139400,139400,139300,139400,139400,139500,139900,140100,140500,140800,140900,141000,141400,141800,142200,142900,144200,145300,145600,145800,146200,146600,146900,147400,147800,148400,148500,148100,147600,147400,147500,147800,148300,148800,149500,150000,150400,150900,151400,151900,152700,153300,153800,154400,155200,156000,156700,157600,158500,159200,160100,161100,162000,162800,163700,164600,165400,166400,167400,168300,169100,170000,170900,171900,172600,173500,174500,175100,175500,176100,177000,178000,179100,180400,182000,183400
31,"Minnesota",21,87100,87400,87900,88400,88900,89300,89700,90000,90200,90500,90700,90800,90800,91000,91200,91500,91900,92400,93000,93500,94100,94800,95400,95900,96400,97000,97700,98600,99600,100800,102000,103300,104600,105800,107000,108200,109500,110800,112200,113700,115100,116500,117800,119200,120600,122100,123400,124600,125800,127100,128300,129700,131200,132700,134200,135700,137100,138400,139600,140900,142300,143900,145600,147500,149300,150900,152500,154000,155400,156800,158300,159800,161200,162500,163800,164800,165800,166800,167900,169100,170400,171800,173100,174500,175800,177000,178100,179200,180200,181100,182100,183200,184300,185400,186700,188200,189700,191100,192400,193600,194600,195600,196500,197400,198300,199200,200200,201200,202300,203400,204300,205200,206000,206700,207600,208400,209300,209900,210300,210400,210100,209600,209000,208400,207700,207300,206900,206600,206400,206400,206300,206200,206000,205500,204600,203600,202700,201700,200600,199300,197600,195900,194000,192400,191100,189500,187700,185800,183800,182100,180600,179100,177800,176600,175500,174500,173300,171700,169900,168600,167800,167400,167100,166900,166800,166900,167500,166600,164700,164000,164900,165000,164300,162900,161100,159600,158100,156500,154700,153100,152300,151500,150200,149400,149000,148600,148200,147900,147600,147300,147100,147300,147700,148500,149500,150400,151200,152200,153400,154400,155400,156500,157400,158300,159400,160500,161400,162600,164100,165500,166700,168000,169100,169800,170400,171400,172700,173800,174500,174900,175100,175600,176100,176400,176700,177200,178200,179500,180900,182000,183000,183800,184600,185300,185900,186600,187500,188600,189800,191300,192700,193600,194700,196000,197100,198000,199100,200700,202400,203800,205400,207300,209000,210500,211900,213000,213900,215200,216600,217600,218600,220200,222100,223600,224800,225700,226100,226900,228000,229500,230800
10,"Colorado",22,126400,126500,126600,126700,126900,127300,127700,128100,128400,128600,128700,128800,129100,129600,130300,131200,132100,133000,133900,134700,135400,135900,136300,136700,137200,138000,139100,140300,141600,142800,144100,145300,146500,147800,149000,150200,151500,152900,154300,155800,157400,158900,160500,162100,163900,165800,167700,169400,171200,173000,174800,176600,178300,180100,181800,183500,185400,187200,188900,190400,191900,193100,194200,195300,196400,197300,198100,199000,199800,200600,201400,202300,203000,203700,204200,204700,205000,205400,205900,206300,206800,207200,207800,208400,208900,209400,209700,210000,210400,210800,211300,211900,212500,213000,213500,214000,214400,214900,215400,216000,216600,217300,218000,218700,219400,220200,220900,221600,222400,223000,223600,224200,224800,225400,226100,226700,227400,228100,228800,229400,230000,230500,231000,231300,231600,231700,231800,231800,231900,232000,232000,232200,232300,232500,232500,232400,232100,231600,230800,229800,228700,227600,226500,225500,224700,223900,223300,222600,221900,221300,220900,220500,220300,220200,220000,219600,218900,217900,216900,216300,216100,216200,216200,216200,216400,216700,217100,216700,216000,215600,215200,214400,213400,212400,211500,210700,209700,208600,207600,207200,206700,206100,205700,205200,204800,204900,205100,205500,206100,206600,207000,207600,208700,210000,211400,212700,213900,215100,216600,218000,219000,219800,221000,222600,224200,225700,227300,229400,231500,233000,234200,235400,236700,237800,238700,239800,241400,243400,245300,247200,249300,251300,253300,255800,258500,261100,263600,266400,269600,272900,276200,279300,282400,285600,288400,290800,293300,295600,298300,301200,304300,306900,309600,312400,315100,317300,319300,321900,324600,327300,330700,334200,336900,338700,340300,341600,343200,344900,346700,348600,350900,354300,358300,361400,363300,364800,365900,366400,366900,368400,370600
4,"Alabama",23,75700,76300,77000,77700,78300,78800,79100,79300,79300,79300,79300,79200,79200,79200,79300,79400,79500,79600,79700,79800,79900,79900,79900,79900,79900,79900,79900,80000,80100,80400,80700,81100,81700,82300,82900,83400,83900,84400,84700,84900,85100,85300,85400,85500,85700,85900,86000,86100,86300,86400,86400,86600,86700,87000,87300,87600,88100,88500,89000,89400,89700,90000,90300,90700,90900,91200,91400,91600,91800,92000,92200,92500,92700,93000,93200,93500,93700,94000,94200,94500,94800,95100,95500,95800,96100,96400,96800,97100,97500,97900,98200,98500,98800,99100,99400,99800,100100,100400,100800,101200,101700,102400,103000,103600,103900,103800,103200,102200,101100,100000,99100,98600,98200,97900,97800,97900,98400,99200,100500,102200,104200,106200,108000,109500,110500,111300,111700,111900,111900,112000,112100,112200,112500,112700,112700,112700,112600,112400,112300,112200,112100,112100,112000,111900,111900,111700,111400,111000,110400,109900,109500,109100,108700,108300,107800,107300,106900,106400,105700,105100,104700,104300,104000,103800,103700,103600,103700,103200,102400,101900,101900,101600,101300,100900,100500,100000,99400,98700,98000,97500,97200,97100,96900,96900,96700,96200,95900,95800,95600,95500,95800,96100,96100,95800,95700,96100,97200,98800,99900,100700,101500,102200,103100,104300,105400,106300,107000,107500,107800,108100,108400,108900,109400,110000,110100,109900,109800,109900,110200,110500,110800,111100,111500,112000,112600,112700,112400,112300,112500,112600,113000,113200,113300,113500,113900,114200,114500,115100,115500,115800,116300,116800,117300,117700,117900,117800,117900,118200,118400,118700,118900,119200,119700,120300,120400,120200,120200,120600,120800,121000,121400,122300,123500,124600,125600,126100,126600,127300,128000,128500,129000
51,"South Carolina",24,74300,74200,74200,74300,74500,74900,75500,76100,76800,77600,78400,79200,79900,80500,81200,82000,83000,84200,85400,86700,87600,88200,88600,88900,89200,89500,89800,90000,90200,90200,90300,90400,90600,90900,91300,91800,92200,92600,92900,93100,93400,93600,94000,94500,95200,96100,97300,98400,99500,100400,101100,101600,102000,102200,102400,102500,102700,102900,103100,103400,103600,104000,104300,104700,105000,105200,105400,105500,105500,105400,105300,105300,105300,105600,106000,106500,107000,107600,108200,108800,109200,109600,109800,110100,110500,110900,111300,111700,112300,112900,113400,114100,114700,115400,116100,116800,117400,118100,118800,119400,120100,120800,121500,122200,123000,123800,124700,125500,126400,127400,128300,129300,130200,131100,132000,132800,133700,134600,135500,136500,137600,138500,139400,140400,141300,142200,142900,143400,143800,144100,144200,144400,144600,144600,144500,144400,144100,143800,143600,143400,143200,143000,142900,142600,142300,141900,141400,140700,140000,139200,138500,137800,137100,136500,135900,135300,134700,133900,133200,132600,132200,132000,131800,131700,131700,131600,131700,131500,131100,130700,130400,130100,129600,128900,128100,127300,126500,125800,124900,123900,123300,122900,122500,122200,121900,121700,121300,121100,121100,120900,120700,120800,121000,121100,121000,121000,120900,121100,121300,121500,121500,121600,121700,121800,122200,122700,123000,123400,123800,124100,124400,124800,125000,125100,125500,125800,126100,126200,126300,126400,126400,126400,126500,126500,126800,127300,127800,128100,128400,128900,129300,129800,130100,130400,130900,131600,132300,133100,133800,134700,135700,136700,137600,138900,140200,141300,142100,143100,144200,145100,146000,146900,147300,147700,148400,149100,149900,150700,151500,152200,153100,154100,155600,156800,157600,158300,159000,159700,160600,162000,163200
25,"Louisiana",25,67100,67300,67400,67700,68000,68200,68500,68700,69100,69400,69700,69900,70200,70500,70700,71000,71400,71800,72200,72700,73400,74100,75100,76000,77000,78000,79000,79900,80700,81500,82300,82900,83600,84200,84800,85300,85900,86400,87000,87800,88500,89200,89800,90400,90900,91300,91700,91900,92200,92300,92400,92600,92700,92900,93200,93500,93900,94300,94700,95000,95100,94800,94200,93200,92000,90900,90000,89400,89100,89100,89300,89600,89900,90200,90400,90700,91000,91200,91400,91600,91800,92100,92200,92500,92800,93200,93900,94700,95600,96400,97300,98100,98800,99300,99800,100300,100700,101200,101800,102400,103100,103600,104100,104300,104200,103800,103500,103400,103700,104100,104800,105700,106800,108000,109100,110300,111600,112800,113900,114800,115600,116200,116600,116900,117100,117500,117900,118400,118900,119500,120100,120700,121300,121900,122400,122800,123100,123300,123500,123600,123800,124000,124200,124300,124400,124300,124200,124100,124200,124300,124400,124600,124700,125000,125200,125500,125700,125900,125900,126000,126000,125800,125600,125500,125400,125400,125400,125400,125200,125000,125100,125200,125000,124800,124700,124400,123900,123500,123100,122500,121700,121200,120800,120400,120000,119700,119300,119000,118800,118500,118200,118100,118100,118200,118300,118400,118400,118700,118800,118800,119000,119400,119800,120000,120300,120600,120800,120800,120900,121100,121400,121700,121900,122100,122200,122300,122600,123100,123200,123600,124100,124400,124600,124900,125200,125700,126100,126200,126300,126500,126900,127200,127500,127700,128200,128800,129300,129700,130300,131300,132100,132700,133400,134200,135000,135600,136200,136700,137400,137900,138500,139100,139700,140100,140200,140400,140800,141300,141500,141900,142300,142600,142800,143300,144200,145000,145400,145700,145900,146400,147300
24,"Kentucky",26,70200,70400,70600,70800,71000,71300,71600,72000,72300,72700,73000,73300,73600,73900,74200,74500,74800,75200,75600,76000,76500,77000,77500,78000,78500,78900,79300,79700,80100,80500,80800,81100,81300,81600,81800,82000,82300,82600,83000,83300,83700,84000,84300,84700,85000,85300,85600,85900,86300,86600,87000,87300,87700,88000,88400,88800,89300,89900,90400,90900,91400,91900,92400,92800,93100,93300,93600,93900,94300,94800,95400,95900,96500,96900,97200,97500,97800,98100,98400,98900,99500,100000,100600,101200,101600,102000,102400,102700,103000,103300,103600,103900,104300,104600,105000,105400,105700,106100,106600,107000,107500,107900,108400,108900,109300,109500,109600,109300,109100,109100,109200,109400,109700,110000,110300,110700,111100,111500,112000,112400,112800,113400,114100,114900,115900,116700,117100,117100,116700,116400,116200,116000,115900,115900,115900,115900,115700,115600,115600,115600,115600,115600,115700,115700,115700,115600,115300,114900,114600,114300,114100,114000,114000,114000,114100,114100,114000,113900,113800,113600,113200,113000,112900,112900,112900,113000,113000,113600,114600,115000,115000,115200,115200,115000,114900,114700,114600,114500,114300,113600,112800,112200,111800,111500,111400,111300,111200,111000,110700,110600,110500,110300,110100,110200,110300,110200,110300,110400,110400,110800,111100,111100,111200,111300,111200,111400,111800,112000,112100,112200,112400,112500,112500,112600,112900,113200,113400,113600,113700,113800,114200,114400,114500,114500,114700,115000,115300,115700,116200,116600,117000,117300,117600,118000,118500,119200,119800,120200,120700,121300,121900,122300,122800,123400,124000,124600,125300,125900,126600,127500,128400,129100,129600,130400,131300,132100,132700,133200,133600,134200,134900,135600,136200,136900,137700,138500,139000,139800,140700,141900,142900
46,"Oregon",27,122900,123600,124300,124900,125500,126000,126500,127100,127700,128400,129100,129800,130400,130900,131200,131500,131800,131900,132000,132000,132100,132100,132100,131900,131800,131700,131700,131900,132300,132800,133500,134100,134800,135600,136200,136600,137000,137400,137900,138300,138800,139300,139800,140200,140700,141300,141900,142400,142800,143200,143600,143900,144300,144800,145300,145900,146700,147600,148400,149100,149800,150300,150700,151100,151400,151800,152300,152700,153300,154100,154900,155700,156300,156900,157300,157800,158300,158900,159500,160200,161000,161800,162600,163400,164200,165000,165900,166800,167800,168800,169800,170600,171500,172400,173400,174600,176100,177800,179600,181700,183900,186200,188500,190700,193000,195300,197800,200700,203800,207100,210600,214500,218900,223800,229200,234900,240300,244700,247700,250200,253300,256900,260600,263600,265200,265700,265500,265000,264600,264600,264900,265500,266000,266200,266100,265700,265200,264500,263400,262100,260700,259400,258100,257100,256000,254400,252300,250000,247500,245200,243000,241000,239200,237600,235900,234100,232200,229800,227300,225400,224200,223400,222800,222300,222200,222300,222700,221600,219300,217300,215800,213800,211800,209800,207700,205900,204100,201800,199600,197800,196200,194900,194000,193400,192900,192400,192000,191600,191100,190800,190700,190800,191300,192100,193100,193800,194700,196000,197300,198400,199200,200200,201700,203800,206200,208400,210500,212600,214700,216300,217900,219500,221300,222900,224300,225800,227400,228700,229700,231000,232300,233700,235300,236700,237800,239500,241300,243200,245300,247500,249800,252200,254800,257100,259400,261900,264800,267400,269600,272200,275700,279200,282400,285100,287500,290000,292800,296000,299400,302300,304700,307400,310100,312300,313900,315500,317200,318700,319800,321100,322900,325200,327900,330300,332000,333500,335000,336100,337200,338200,339000
45,"Oklahoma",28,58400,59500,60500,61200,61500,61500,61300,60900,60700,60500,60000,59300,58500,57800,57200,56700,56500,56500,56700,56900,57400,58100,58700,59000,59500,59900,60400,61000,61500,62000,62300,62500,62600,62700,62700,62500,62500,62600,62900,63200,63500,63900,64300,64700,65200,65800,66400,66900,67300,67600,67900,68100,68400,68500,68800,69100,69500,69900,70200,70300,70400,70400,70400,70500,70700,70900,71100,71300,71500,71800,72100,72400,72800,73200,73600,73900,74200,74600,75000,75400,75700,75900,75900,76000,76300,76500,76800,77200,77500,77900,78200,78500,78800,79100,79400,79700,80000,80300,80500,80800,81200,81600,82000,82400,82600,82800,82800,82700,82800,83100,83500,83900,84400,84800,85200,85600,86000,86400,86800,87200,87500,87900,88200,88500,88900,89200,89600,89900,90200,90400,90600,90700,90900,91200,91500,91900,92200,92500,92700,93000,93300,93700,94200,94700,95100,95200,95200,95000,94900,94700,94500,94500,94600,94800,95100,95500,95800,95900,95900,95900,96000,96100,96200,96200,96300,96500,96800,96800,96700,96700,96900,96900,96600,96200,95800,95600,95400,95200,94800,94400,94200,94000,93600,93300,93300,93200,93100,93100,93000,93000,92900,92800,92700,92800,92900,92900,92800,92900,93100,93300,93200,93100,93100,93200,93200,93300,93500,93800,93800,93800,94100,94200,94300,94500,94700,94700,94700,94800,94900,94900,95200,95600,95600,95700,95900,96000,96000,96500,97000,97500,97900,98200,98800,99200,99400,99700,100300,100900,101700,102700,103700,104300,105100,106200,107100,107600,108300,109200,110000,110700,111200,111800,112400,113300,113900,114300,114600,115100,115500,115900,116400,117000,117900,118700,119500,119700,119700,119900,120300,120900,121500
11,"Connecticut",29,133900,133500,133100,132700,132400,132200,132100,132200,132500,132800,133000,133200,133300,133400,133600,133800,134000,134200,134400,134700,135100,135600,136100,136400,136800,137300,137700,138200,138800,139600,140300,141100,142000,142900,143800,144600,145500,146400,147300,148200,148900,149700,150400,151300,152300,153500,154700,155800,156800,157700,158700,159600,160400,161400,162400,163500,164600,165900,167200,168600,169900,171300,172700,174100,175600,177100,178600,180100,181700,183200,184900,186500,188100,189700,191400,193100,194900,196800,198900,201000,203200,205400,207400,209600,212000,214500,217200,220000,222700,225300,227700,230100,232400,234700,237000,239300,241600,243900,246300,248900,251400,254100,256800,259400,261900,264400,266800,269100,271600,274000,276300,278500,280700,282600,284500,286000,287200,288100,288800,289400,289900,290100,290100,289900,289400,288900,288200,287600,287100,286900,286700,286500,286200,285600,284600,283600,282500,281400,280100,278600,277000,275200,273400,271800,270400,269100,267600,265700,263600,261400,259500,257800,256200,254700,253200,251400,249300,247000,244800,243200,242500,242300,242500,242800,243400,244100,244700,244300,243200,242800,242700,241600,240000,238700,237300,235300,233300,231800,230400,229400,228700,227800,227100,226600,225900,224800,223700,222300,220700,218800,217400,216900,216600,216100,215900,216000,216000,215800,215800,216000,216000,216000,216200,216500,217300,218200,218900,219700,220600,220900,220900,221500,222100,222200,222200,222100,221700,221200,221000,221000,220800,220400,220200,220700,221300,221800,221800,221600,221600,221700,221900,221900,222000,222300,222500,222400,222500,222900,223300,223900,224300,224700,225000,224900,225000,225600,226200,226700,227100,227500,228000,228700,229500,230200,230200,230600,231800,233200,234300,235300,236300,237200,237800,238100,238500,239200,239900,240200,240800,241300,241700
