observation_date,ATXRSA_20181127,BOXRSA_20181127,CEXRSA_20181127,CHXRSA_20181127,CRXRSA_20181127,CSUSHPISA_20181127,DAXRSA_20181127,DEXRSA_20181127,DNXRSA_20181127,LVXRSA_20181127,LXXRSA_20181127,MIXRSA_20181127,MNXRSA_20181127,NYXRSA_20181127,PHXRSA_20181127,POXRSA_20181127,SDXRSA_20181127,SEXRSA_20181127,SFXRSA_20181127,SPCS20RSA_20181127,TPXRSA_20181127,WDXRSA_20181127
3/1/92,70.22618007,63.81148279,72.63588239,73.89172471,73.51094552,76.273,,60.07654634,53.06680967,83.11756169,91.91146509,78.93336151,66.77069796,74.95549493,66.10931075,62.16727629,80.69215834,66.8123474,70.19474062,,80.41579368,88.64235328
4/1/92,70.21826744,64.40079349,72.55025966,73.22575826,73.54903106,76.342,,60.53263697,53.57600565,83.00711629,91.44047124,79.16724871,66.94435995,75.16757144,66.08932675,62.123157,80.68412064,67.24133303,69.68574245,,80.7172491,88.84092654
5/1/92,70.38957256,64.3510903,72.63946081,73.41964539,73.55382696,76.395,,60.77758746,53.79891703,83.21133818,90.86829045,79.65929942,66.96895044,75.1515968,66.14401979,62.37142962,80.45180772,67.29674143,69.72902808,,81.0376512,88.9810159
6/1/92,70.49992476,64.14733144,72.77082985,74.1314823,73.54395894,76.33,,60.8369534,53.94776582,83.13142394,90.16635477,79.78796919,67.2033143,75.05673383,66.13144628,62.47418801,79.91457332,67.31762773,69.48889699,,81.1308564,88.86900164
7/1/92,71.07920522,63.94028887,72.85688991,74.900439,73.87394644,76.266,,60.89572702,54.13749469,82.7665108,89.48815889,78.05915022,67.25760453,74.96397426,66.0962285,62.58637339,79.5709553,67.31975518,69.27229693,,80.62611738,88.50041255
8/1/92,71.13522615,63.96668379,73.17247385,74.97800634,74.05320635,76.231,,61.05467746,54.39327064,82.39931283,88.9281637,77.81968672,67.3931324,75.10610663,66.16850945,63.06028357,79.26770749,67.11213441,68.96255768,,80.38513946,88.48219723
9/1/92,71.28958668,63.90467393,73.45824576,75.23498355,74.41661605,76.24,,61.25450223,54.71596383,82.4727059,88.31917896,77.45863858,67.40849194,75.08589932,66.24074249,63.49101159,79.03647237,66.89734278,68.8054814,,80.33975692,88.40575551
10/1/92,71.02813244,64.03007273,73.79470634,75.54550544,74.25450597,76.381,,61.2443753,54.81660362,82.95915079,87.35747384,79.33493472,67.70134035,75.0528953,66.43304675,63.94014725,78.15531218,67.42966915,68.82778854,,81.31486267,88.59101256
11/1/92,71.3621461,64.03328963,74.07989506,75.91074367,74.3356687,76.57,,61.27161835,55.24260324,83.30722634,86.64298371,79.50046883,67.9334307,75.19315222,66.4955008,64.66505661,77.9242943,67.5912056,68.74531672,,81.70360703,88.67120716
12/1/92,71.43178789,64.46824944,74.38251282,75.84862024,74.47207553,76.679,,61.42294512,55.59969577,82.89290551,85.81559288,79.84625911,68.05407047,75.40121116,66.68028977,64.92516695,77.48353664,67.85024518,68.58394083,,81.57742156,88.81235326
1/1/93,71.5342303,64.86149484,74.79170662,76.01197427,74.66575763,76.787,,61.56420547,56.12703475,82.5646482,85.24629519,79.85125091,68.15612781,75.74098727,66.87284772,65.21989656,77.6528325,68.20841683,68.45096379,,81.51282308,89.06511779
2/1/93,71.53293735,64.94981423,74.80041105,76.00864013,74.8154679,76.84,,61.68051561,56.43268358,83.00877139,84.66070467,80.04271987,68.02042817,75.88738072,67.02227459,65.42203031,76.99126352,68.64578968,68.29010068,,81.54115142,89.27957413
3/1/93,71.74753203,64.82354164,74.94586452,76.21545366,74.78575897,76.87,,61.69694021,56.95378694,83.20102763,83.61611477,80.01972615,68.52865015,75.98770285,67.36735714,65.86190269,76.62060856,68.78706359,68.06550564,,82.09659189,89.43854112
4/1/93,72.22512907,64.70848633,75.00395045,76.32460127,74.72858549,76.937,,61.93213062,57.14727715,82.79883295,82.79206094,80.33049247,68.88789142,76.0685887,67.52682764,66.5604845,75.91094169,68.28865541,67.99124083,,82.49398074,88.941327
5/1/93,72.62599608,64.83481836,75.38238681,76.69250704,74.73235905,77.037,,62.2462007,57.56507596,81.96120984,82.04289904,80.9579805,69.30010255,76.1431274,67.85177211,67.08661909,75.54637185,67.86460942,67.76187035,,82.58892262,88.48188277
6/1/93,72.83197435,65.14505552,75.65234568,77.29323673,75.06899422,77.243,,62.67478625,58.1798766,81.91955989,81.42818087,81.34878134,69.29883329,76.33019992,67.98978858,67.76477241,75.05129712,67.57712122,67.4732631,,82.28551906,88.64959241
7/1/93,73.12303929,65.51829116,75.98569812,77.54880839,75.2879233,77.431,,62.96012619,58.80981747,81.99296948,80.56679607,81.7976199,69.56703421,76.31694981,68.29577471,68.17408875,74.4866562,67.54680168,66.93130638,,82.26635592,88.81775439
8/1/93,73.26739216,65.73234774,76.11283954,77.62767399,75.35796638,77.615,,63.22961851,59.53391323,82.39791471,79.48271274,82.02720255,69.85903034,76.27555176,68.44655856,68.22964462,74.1823968,68.00981135,66.9510669,,82.61254462,88.92433664
9/1/93,73.58499685,65.84808935,76.57734721,77.81233923,75.42441513,77.797,,63.39789709,60.14120307,82.87677659,79.04525862,82.35451728,70.48691924,76.33349723,68.98992024,68.68150206,74.27059825,68.7235995,66.83162536,,83.35822902,88.79469401
10/1/93,73.77433782,65.88442886,76.99352299,78.11228431,75.72133407,77.948,,63.77055963,60.84226607,83.14229149,78.38241194,82.6141469,70.81007766,76.50185047,69.29003091,69.223914,74.25958503,69.15128163,66.77202383,,83.67259187,88.6224727
11/1/93,73.99421013,66.22363685,77.646398,78.42613359,76.31774663,78.161,,64.17645153,61.42960678,83.74022872,78.23052404,82.47747676,71.22027095,76.73839144,69.79616698,70.11753335,74.30543034,69.65869503,66.72437038,,83.43742549,88.50734274
12/1/93,74.3672485,66.51702563,78.26444786,79.10654172,76.85871489,78.333,,64.38675057,62.24334666,83.79649923,77.57221362,82.71422424,71.21495249,76.80394511,70.12653771,70.66135088,74.10609494,69.90274798,66.63097847,,82.8794394,88.83572444
1/1/94,74.76445483,66.81800035,78.78380363,80.19447946,77.13804698,78.597,,64.52666251,62.81917654,83.97279008,77.39505181,83.36083072,71.92314513,76.84823091,70.59859798,71.11814105,74.27020935,70.56680032,66.63480933,,82.94435652,88.9884667
2/1/94,75.35572936,67.06787747,79.03138362,80.17072561,77.29214862,78.734,,64.66029522,63.47928951,83.75534638,77.44437859,84.3493376,72.37133597,76.91018125,71.02775844,71.58886565,74.10717997,70.4088484,66.64856075,,83.49273112,89.02117308
3/1/94,75.46923582,67.46892021,79.13629063,80.07941885,77.44668103,78.862,,65.0839931,63.94002814,84.07716828,77.26265128,85.17385941,73.22801402,77.23951772,71.42934772,72.23067244,74.01457996,70.38323784,67.3218608,,83.96036328,89.30535165
4/1/94,75.51619659,68.02622308,79.15887898,80.20488904,77.67663525,78.996,,65.25624467,64.5488288,84.4004878,77.08542367,85.07472853,73.13760483,77.59430173,71.91544712,72.73352265,74.02044372,70.65566648,67.41857715,,83.910001,89.48114613
5/1/94,75.77602924,67.93091045,79.51936304,80.56874539,77.87301646,79.23,,65.61998711,65.04630366,85.44074657,76.66513195,85.06085353,73.13576059,77.96721675,72.2162432,73.42202407,74.24731681,71.22202839,67.53725164,,83.98251239,89.78923765
6/1/94,76.05252566,68.12717497,79.71993557,80.6155097,78.1967557,79.433,,65.95858251,65.60516508,85.9274888,76.43503397,85.28866832,72.91322389,78.05827527,72.48424118,73.86456235,74.44134206,71.40606556,67.61272761,,83.95869373,90.09104674
7/1/94,76.39684953,68.16303369,79.90548576,80.65972953,78.61648568,79.606,,66.37529005,65.9623194,86.29418121,76.40982861,85.64654547,72.6679217,78.24129254,72.86668161,74.55253829,74.55331998,71.4846498,67.64045048,,84.70811255,90.18055149
8/1/94,76.58467006,68.28706102,80.14972843,80.91009588,79.13903126,79.791,,66.72946192,66.2982269,86.06953098,76.40972254,85.99804996,72.76452982,78.34212841,73.2686053,75.07775219,74.18914242,71.36837378,67.68213571,,85.01987783,90.07934676
9/1/94,76.68803396,68.44192535,80.31392078,81.17584662,79.59855891,79.927,,67.03578897,66.51538998,86.17494037,76.43433569,86.16427127,72.83163222,78.41461085,73.76700825,75.62589586,73.70526548,71.47148078,67.54309043,,85.09425463,90.0546758
10/1/94,77.12552242,68.65591818,80.66706795,81.61725909,79.79376049,80.072,,67.31937272,66.85554047,86.27889209,76.54724475,86.25739619,73.0273562,78.44565183,74.14396826,75.82054453,73.7342613,71.69627343,67.7934254,,84.81010988,90.03542298
11/1/94,77.56604879,68.79113633,81.11709431,81.71564814,79.88904799,80.158,,67.49747259,67.18366378,86.54256586,76.46888715,86.51680083,73.18350231,78.38035213,74.4535136,76.0836758,73.45719963,72.00295315,68.05065824,,84.829857,90.13594982
12/1/94,78.04133866,68.7803496,81.35042895,81.86094583,80.23207251,80.304,,67.93832377,67.57483107,87.22370561,76.39423565,86.83560105,72.90440453,78.4905603,74.90161462,76.32190856,73.44273391,72.12002467,68.31163645,,85.28642446,89.94778317
1/1/95,78.23160321,68.79354972,81.59620896,81.88323369,80.68247067,80.435,,68.97328869,67.95491088,87.31728176,76.37638923,86.9199855,73.34052595,78.56928706,75.21526459,77.15882754,73.05233738,72.50431704,68.41540707,,85.98348877,89.67030283
2/1/95,78.54116379,69.01233952,81.59987477,82.15419248,81.22469864,80.544,,70.82548484,68.31042058,87.5920859,76.02272701,86.7122945,73.95768671,78.78314555,75.59570634,77.55290628,73.16378029,72.00373376,68.32134224,,85.88347042,89.60413981
3/1/95,78.58471643,69.12558146,81.84397037,82.28154816,81.25285473,80.614,,70.73898434,68.60078888,87.74011591,75.77565159,86.75390813,74.78362284,78.56712582,75.67028,78.40070378,73.00053794,71.96274977,67.72523946,,85.71257108,89.39826533
4/1/95,78.60785153,68.98109005,82.21888783,82.34676126,81.59361345,80.678,,70.18905456,68.73458186,88.26537889,75.35666549,86.70807024,75.11750363,78.44575211,75.92417327,78.15737046,72.92291817,71.55176113,67.40639172,,85.71617578,89.12787656
5/1/95,78.57521885,69.09352006,82.49108788,82.31616388,81.82412673,80.721,,70.2720039,69.1555659,88.14618117,75.11777659,86.81621635,75.43188977,78.43491223,76.21766263,78.40401652,72.52563721,71.56740842,67.10597991,,85.85269255,88.9342637
6/1/95,78.6268265,69.38910464,83.23844752,82.51724797,82.3832574,80.802,,70.56058046,69.37444036,88.02933659,74.55546599,86.96212106,75.58286371,78.43181627,76.78954131,79.15786432,72.10048852,71.43447271,66.92125416,,86.40986817,88.66953882
7/1/95,78.93083554,69.69654673,83.13583122,82.84651638,82.89487182,80.954,,70.90704426,69.81829866,87.91708662,74.50003718,86.95428484,75.81561793,78.45318228,77.14320934,79.89824179,72.09063478,71.97590707,66.96452096,,86.61406086,88.56682053
8/1/95,79.3229151,70.02586282,83.6636194,83.10924362,83.43383716,81.128,,71.36754634,70.16310581,88.32962852,74.2803678,87.26441247,76.05590242,78.43677689,77.4498852,80.91026239,72.14060564,72.33884808,67.01859364,,86.84569795,88.64910243
9/1/95,79.67628284,70.12427899,83.8725761,83.42862991,84.077988,81.325,,71.93752928,70.69994118,88.64819122,74.19116631,87.23714047,76.23008013,78.50593278,77.60153685,81.2481059,72.18940195,72.60804593,67.10789585,,86.91893803,88.79648249
10/1/95,79.98454538,70.14245181,84.33690866,83.51243789,84.50101933,81.503,,72.39241392,71.05929704,88.91760176,74.08742553,87.44639625,75.70057188,78.67124515,78.02260145,81.77810822,72.10562413,72.80477588,66.97134682,,87.09951263,88.75763847
11/1/95,80.16762666,70.11222413,84.44172926,83.87563909,84.90295508,81.641,,72.89168386,71.35671213,89.00810031,74.02906751,87.39193944,75.89646192,78.74480858,78.39280767,81.97338419,71.70348348,72.95688077,66.90643759,,87.27263564,88.6488113
12/1/95,80.47303573,70.26605753,84.62430574,83.95950958,85.28147522,81.759,,73.20557344,71.63557747,89.12769002,73.93694589,87.51504496,76.13776727,78.85489946,78.86103437,82.68142218,71.81080659,73.23765542,66.84972074,,87.13339698,88.63947036
1/1/96,80.8008988,70.68080944,84.61119209,84.25877402,85.55896505,81.857,,73.58233855,71.73647718,89.18629334,73.91998918,87.43319378,76.53332791,78.95019518,79.26012939,83.1962086,71.89140508,73.17330473,66.87771628,,87.21736216,88.65536858
2/1/96,81.27572608,70.95717069,85.04865267,83.91742409,86.07494948,81.979,,74.15043749,71.96380722,89.49679015,73.84378117,87.51813098,76.70318017,79.21841247,79.71497991,84.01085095,72.04106422,73.27825322,66.90402812,,87.38525029,88.53677039
3/1/96,81.3835403,71.39313989,85.61147215,84.01746122,87.2847223,82.216,,74.70568815,72.33621947,89.44004219,73.85540325,87.16270056,76.81987856,79.50162266,80.07869708,84.47716691,71.76444478,73.73531925,66.80768708,,87.85623177,88.60999896
4/1/96,81.6644305,71.65658068,86.23749502,84.82817789,87.98599448,82.442,,75.40858315,72.89679212,89.7730632,73.85737182,87.34445875,76.73256378,79.60855296,80.47715481,85.20803392,71.82050601,73.92324285,66.69168718,,87.99650787,88.8726513
5/1/96,81.82275682,71.81921745,86.38041294,85.0566598,88.59540825,82.63,,75.96535481,73.32959776,89.82053399,73.99548239,87.46733396,76.91392798,79.77581823,80.76591521,85.78919647,71.96362213,73.90353433,66.78422557,,87.9335165,88.87464347
6/1/96,82.07395244,72.08398901,86.61355331,85.21057603,88.37796613,82.776,,76.50940238,73.33505726,90.21653008,74.15439578,87.57438438,77.34428992,79.36632997,81.01945807,86.25564718,71.83395777,74.00505134,67.01561405,,87.8764516,88.78384801
7/1/96,82.08889162,72.43676803,86.99978537,85.17526031,88.18430921,82.955,,77.03577148,73.52729217,90.21814691,74.11319864,87.82550442,77.88727691,79.43090493,81.33814119,86.6684259,71.72005977,73.99362431,67.21614033,,87.76064668,88.70674845
8/1/96,82.40659023,72.93205647,87.26683265,85.30970788,88.27565848,83.115,,77.59483826,73.54370723,90.10665314,74.04838734,87.84267653,78.15330763,79.56291349,81.60692435,86.97568244,71.39031593,74.45113653,67.5447017,,87.89544511,88.64388975
9/1/96,82.73636372,73.0178736,87.48272668,85.53853467,88.22352366,83.284,,78.02051158,73.89553923,89.81414896,73.99947215,87.98318559,78.47260408,79.75952966,81.85514598,87.94748916,71.7056556,74.28156389,67.79587905,,87.78521777,88.67857648
10/1/96,83.04001512,73.32434815,87.61726635,85.81222567,88.46497278,83.404,,78.58469636,74.25580029,89.66398018,74.18013077,87.94339395,78.84691983,79.89128323,82.06723316,89.00444758,71.83371681,74.68057665,68.26022798,,88.2126649,88.81802297
11/1/96,83.32470497,73.47579866,87.72430998,86.11984628,88.920429,83.579,,78.95656911,74.74007963,89.48024638,74.41817272,88.11118231,79.3045781,79.91657943,82.29940594,90.18905903,72.14724922,74.72447026,68.93506296,,88.29484501,88.92154547
12/1/96,83.4244422,74.19627981,87.96011607,86.45211962,89.27445221,83.747,,79.17055386,75.18737851,90.14215499,74.51555366,87.99853058,79.58539511,80.1976352,82.47599776,90.74569807,72.21576185,75.15063512,69.20716989,,88.72468697,88.6736054
1/1/97,83.70186638,74.60848839,87.67993897,86.51956493,89.72663753,83.981,,79.34764191,75.38977374,90.78171937,74.5368836,88.05623137,79.97596246,80.4359893,82.80312715,91.24423047,72.5602,75.72619341,69.63862428,,88.64849935,88.77522395
2/1/97,83.87020084,74.90566883,88.47639674,86.52969407,89.88616816,84.207,,79.23639689,75.75876648,91.63062792,74.40240725,88.06721248,79.97131878,80.59488091,83.17962968,92.21968848,72.75100592,76.33377101,69.83533753,,88.64733475,88.97133459
3/1/97,84.09230752,75.35396919,88.91698011,86.82976847,90.42428423,84.476,,80.24743575,76.17491442,91.91016623,74.79060446,88.34070981,79.89467815,80.5897651,83.54929649,93.09838928,72.97456513,76.86524646,70.63641282,,87.95456095,89.33657984
4/1/97,84.51563114,75.7255132,88.82630102,86.92497532,90.37435096,84.652,,80.97467044,76.5852274,91.62651333,75.27269179,88.55171308,79.67326658,80.67444216,83.95100061,93.52623526,73.24814099,77.86191752,71.26260376,,88.44110025,88.92303998
5/1/97,84.96014276,76.13255748,89.00294353,86.88887255,90.55178208,84.893,,81.72797699,76.94419148,91.50306568,75.76476194,88.66629478,80.38554024,80.9541362,84.2666888,93.66429375,73.494721,78.77987885,71.79153719,,88.70552909,88.93232398
6/1/97,85.13120331,76.49466029,88.8170707,86.889531,90.65664864,85.112,,82.22028572,77.34586556,91.72252405,76.19281468,88.75044231,80.72591879,81.39361131,84.39287552,93.03426698,74.05495104,79.65272629,72.31046201,,88.81822958,88.97203231
7/1/97,85.35477905,76.75320909,89.46598376,87.22231931,91.1411615,85.363,,82.51900773,77.80352579,92.07663923,76.54269976,88.80638717,82.06489858,81.777253,84.43674251,93.15527652,74.41543035,80.6671822,72.80428269,,88.91794282,89.00796707
8/1/97,85.55165987,77.07422979,89.39832899,87.56379075,91.41517108,85.603,,82.83688463,78.30869333,92.48585535,77.16443952,88.88784076,82.25639483,81.94290457,84.55552776,92.88388897,75.00629664,81.10805052,73.57360831,,89.22929254,89.11717569
9/1/97,86.0866814,77.44238527,89.9735853,87.96700229,91.91463209,85.88,,83.480352,78.44266962,92.58626548,77.55531435,89.17145214,81.76439512,82.06119043,85.02708209,93.16826022,75.38222832,81.69227549,74.11510267,,89.44007837,89.22958841
10/1/97,86.43462937,78.00217612,89.70232497,88.3252846,92.36394014,86.177,,83.99881203,78.82110654,92.88707237,78.23305835,89.59253672,82.09843893,82.34191382,85.64220265,92.9481249,76.19872358,82.05515082,75.03776801,,89.51362132,89.54497118
11/1/97,86.89557412,78.61892119,90.4320454,88.92104238,92.5591828,86.661,,84.50289027,79.33308536,92.89832668,78.89130985,89.90823021,82.18399971,82.82154832,86.15888637,93.58898426,76.73373812,82.76866275,75.67543002,,89.71976905,89.75168496
12/1/97,87.1944576,79.28475507,90.6713424,89.37863657,92.63714897,87.121,,84.75410871,80.04482292,93.20487637,79.90761183,90.32575944,82.58676623,83.27303365,86.55868266,93.93921416,78.08675155,83.6700772,76.49970291,,90.08667726,89.97205779
1/1/98,87.62659138,79.89948166,91.25473898,90.18741066,92.67816487,87.65,,85.18361346,80.65378144,93.24194322,81.03503708,90.72545794,82.87110761,83.73016812,86.91754533,94.08539721,78.97666509,84.48245735,77.20217697,,90.77508163,90.10814923
2/1/98,87.98828829,80.57402587,91.61927324,90.54343111,92.94616276,88.039,,85.74322839,81.00893176,93.58978181,82.19181169,91.05560916,83.51441207,84.41217792,87.43476586,94.1328819,79.88835756,85.65272334,77.67771791,,91.08154397,90.22018714
3/1/98,88.5633774,81.17811509,91.8462556,90.69963821,92.99787735,88.475,,86.27929729,81.23524256,94.78434119,83.65321759,91.13743994,83.70152626,84.94315269,87.69138828,94.552148,81.00992806,86.30299327,78.30659235,,91.3937238,90.34590237
4/1/98,89.16676391,81.94568772,92.09004592,90.66910342,93.15915471,88.91,,86.95035482,81.76309522,94.77234414,84.39878813,91.22682736,84.2987081,85.41657152,88.13393025,94.97352033,82.07738992,87.00228816,79.1278587,,91.49007038,90.55001461
5/1/98,89.74788081,82.79337893,92.41828745,90.992326,93.60094166,89.394,,87.58516343,82.41652791,94.54267656,85.39577777,91.44620755,84.82883531,85.98712466,88.58733153,95.33933058,83.09460199,87.57665392,80.21510058,,91.59717362,90.8426453
6/1/98,90.1636485,83.68358234,93.08325815,91.56294213,94.00940798,89.874,,88.05693388,83.07923724,94.22762256,86.44541833,92.03294106,85.34789302,86.48242491,89.25213734,95.69555839,84.05077148,88.38395088,81.39190998,,91.88297073,91.29731677
7/1/98,90.44584037,84.4904377,93.32300272,91.80747831,94.29599741,90.339,,88.47373027,83.74102068,94.29861833,87.85152231,92.65780017,85.85760242,87.16118197,89.89581527,96.02887472,85.14710968,89.1577026,82.38230053,,92.42470296,91.54794705
8/1/98,90.76442796,85.27779765,93.55187779,92.15267474,94.6183881,90.815,,89.01199283,84.54921022,94.41098322,88.93477936,92.9075924,86.36868127,87.66588416,90.22935186,96.43056067,86.18052189,89.76750272,83.51693687,,92.67390043,91.78473408
9/1/98,91.08941422,86.20229402,93.74945703,92.27439858,94.89647228,91.287,,89.44571739,85.25428724,94.78792633,90.08424997,93.06796827,86.77037285,88.22857958,90.61764982,96.77256928,87.131301,90.47940521,84.43969142,,93.23440409,91.96941202
10/1/98,91.86431011,86.57525189,94.05294277,92.51627842,95.40369729,91.744,,89.97719427,86.05164387,94.88091169,90.77409989,93.14075547,87.41279628,88.73920362,90.94371143,97.09117093,87.70665381,91.13819819,84.96501087,,93.27409065,92.40260801
11/1/98,92.50395191,86.88352537,94.54700197,92.10874384,95.62630884,92.225,,90.6287356,86.80162251,95.29215674,91.29391239,93.37179653,88.29370967,89.25960037,91.55348562,97.53953157,88.2118148,91.82069994,85.16421031,,93.80646296,93.01248292
12/1/98,93.07948763,87.78784545,94.90964081,92.6579842,96.03381485,92.735,,91.50457593,87.4296562,95.63437538,91.78123483,93.56889318,89.04411775,89.55839977,92.20136131,98.07645948,88.8979955,92.13411452,85.39775522,,93.78612186,93.51338302
1/1/99,93.59057082,89.24214234,95.44428864,92.9420366,96.35919395,93.24,,92.43356687,88.49262938,96.24992719,92.14008628,93.94536504,89.90608148,89.85618815,92.74675926,98.73790227,90.10590512,92.71343578,86.22789359,,94.0895882,94.18805417
2/1/99,94.07408986,90.56060915,95.79328248,93.52196661,96.67484578,93.703,,93.05841653,89.45874125,96.78813624,92.71811852,94.42897757,90.57173253,90.51220556,93.33207571,99.23876671,91.13450998,93.09674737,87.21906554,,94.46334354,94.42715096
3/1/99,94.76826526,91.28855935,96.43456771,93.62458146,97.3662502,94.248,,93.48466995,90.85743297,96.69665693,93.38405497,95.11681807,91.27593434,91.2855572,94.02493323,98.7498456,91.98686155,93.88357422,88.29171242,,94.86006168,94.92750351
4/1/99,95.13628064,92.15338104,96.87589166,94.65439653,98.07896492,94.816,,93.62853861,91.68818534,96.86034222,94.38407184,95.85168251,92.29219816,92.27485257,94.72991865,98.82250701,92.49440112,94.69510996,89.08616967,,95.46775696,95.52102883
5/1/99,95.78824185,92.99916815,97.195939,95.43281965,98.44911475,95.376,,94.2158482,92.54857777,97.33750345,95.23315467,96.17969322,92.93380216,93.00047418,95.12279373,99.11082747,93.09095321,95.43402385,89.97017113,,96.14061904,95.85611246
6/1/99,96.2630711,93.80057592,97.27755846,96.31771931,98.79344902,96.005,,94.88717407,93.39491983,97.95334285,96.02552766,96.08017008,93.72013667,94.03504766,95.59062736,99.59934205,94.0651361,96.33369075,91.27607868,,96.55917086,96.59193546
7/1/99,96.91423639,95.07794477,97.4224615,96.62968231,99.00340073,96.621,,95.86136923,94.37796304,98.22249197,96.64867105,96.79035906,94.47351776,94.93969687,96.13186176,99.85812322,94.95478417,96.75565953,92.89292849,,97.08576367,97.29490683
8/1/99,97.32680752,96.08005239,97.91892839,97.17505503,99.23716325,97.249,,96.5889731,95.55534855,98.18055286,97.17484692,97.28039091,95.64458659,96.02420253,96.87524984,100.1416942,95.88483266,97.46108515,94.27522612,,97.44559831,98.01488078
9/1/99,97.78782319,97.20471522,98.30151553,97.75031605,99.51973819,97.895,,97.41024412,96.95895756,98.57566239,97.67920956,97.8882788,96.98845128,96.79117375,97.6156504,100.3369997,96.95752163,98.19860731,95.59622738,,97.98971469,98.59970308
10/1/99,98.49603678,98.21242668,98.89459669,98.66090939,99.46226683,98.557,,98.00508916,98.03769113,98.98939041,98.32870114,97.94699024,98.05642551,97.59161851,98.29213049,100.6693434,98.02129771,99.21320435,96.76429572,,98.66566737,98.99249346
11/1/99,99.08512854,99.2709274,99.6075681,99.40511271,99.55156034,99.19,,98.66793824,98.8484667,99.54297914,99.23870337,98.54636042,98.8639221,98.40007846,98.95753601,100.4809489,99.06876374,100.0452502,98.50882747,,98.96569907,99.45585687
12/1/99,99.92624988,100.358318,100.0509116,100.1432563,100.1993439,99.876,,99.47795731,99.66617856,99.85235167,100.3296485,99.31631554,99.62574807,99.35197808,99.64444835,100.5283367,100.0737145,100.528288,100.0291529,,99.684551,100.0941363
1/1/00,100.3782065,100.9198217,100.5313766,100.5648395,100.6651329,100.556,100.7133561,100.1456251,100.6630141,100.4013791,101.0312094,99.94340912,100.1885425,100.3392313,100.4128545,100.5925808,101.1045666,101.0772683,101.449954,100.5896972,100.0762687,100.8718326
2/1/00,101.289722,101.8942216,100.5090326,101.411386,101.1032566,101.341,103.0373151,100.8760634,101.6525473,100.9044819,102.0434064,100.4737866,100.9716961,101.2406555,100.9384966,101.2482198,102.4095766,101.6579951,104.1706044,101.6924793,100.7886429,101.7012377
3/1/00,101.6755419,102.6510157,101.1666138,102.4277597,101.1356706,102.127,102.7090268,101.3743404,102.7355913,101.437483,103.2246994,101.0864619,101.6313239,102.0606284,101.7151348,101.5559328,104.0909436,102.944144,107.3372229,102.7838283,101.4470558,102.8941887
4/1/00,102.7031453,104.3476379,101.7382333,103.411192,102.2712172,102.923,103.2767542,101.7643032,103.5434324,101.5957006,104.159399,102.0112629,102.9750425,103.1325006,102.2720775,102.1766412,105.7071023,103.4823661,110.6329938,103.9964435,102.3057176,103.9540362
5/1/00,103.2673025,106.0095169,102.1589561,104.3911078,102.2438202,103.679,103.7153923,102.5783674,105.3022503,102.0469294,104.9246977,102.7529687,104.4068976,104.9158684,102.9890357,102.075554,107.134847,104.2171875,113.8005135,105.2528174,103.3905459,104.9246166
6/1/00,104.1368856,107.9302375,102.0410367,105.509361,102.6939288,104.425,103.615357,103.2753476,106.9080682,102.2784767,105.6934069,103.4057956,105.6099733,106.0646875,103.7034544,102.189657,108.9672075,104.4325615,116.8151059,106.4025215,104.227022,105.7185068
7/1/00,104.316815,108.9245152,101.9299374,106.0311412,102.2504648,105.054,104.0482143,103.9918802,108.2991324,102.6734787,106.3246871,103.6962612,106.3879051,107.0202842,104.0826017,102.4004021,110.3165327,104.9357617,117.8649973,107.1340206,105.0311905,106.71136
8/1/00,104.700671,110.129182,102.1932892,106.4225175,102.5247296,105.768,104.3577986,104.2260731,109.2996235,103.2220011,106.9666325,104.35609,107.3556749,108.0247422,104.4966365,102.6452631,111.6727471,105.2198097,119.0478371,107.8614393,105.4140514,107.792643
9/1/00,104.7786926,111.3708732,102.5189792,106.7101023,102.5164414,106.537,105.0762301,104.6521816,110.5514338,103.8936804,107.8867873,105.1079676,108.4654751,108.8255068,104.9660752,102.8113357,112.6560772,105.6243845,120.4148555,108.6101407,105.9062517,108.994655
10/1/00,105.4223613,112.9694543,103.2029043,106.9778293,102.8567349,107.382,105.5113307,105.061571,111.7279527,104.675437,108.8086572,106.0967005,109.6253449,109.7860104,105.3255618,103.0260007,113.4697646,105.8171499,123.2500151,109.4868592,106.5093748,109.8719602
11/1/00,106.0378774,114.7702954,103.5570286,107.472286,103.1750596,108.299,106.2834595,106.0946497,113.0985695,105.0359555,109.9839192,107.4037978,111.1560101,110.6367056,105.7987219,103.3389175,115.2529988,106.4012293,126.4431114,110.5717077,108.1887994,111.0880117
12/1/00,106.575619,116.9505122,104.2201215,108.1494832,103.0048608,109.135,106.5659487,106.6794304,114.5405617,105.5192316,110.7160056,108.6589523,111.7307462,111.8395925,106.0128829,104.1085065,116.9609508,107.2888623,130.061234,111.8008727,109.8084809,112.4042369
1/1/01,107.0725588,118.8376422,104.5378382,108.9228473,103.5370998,109.851,107.2374052,107.3272078,115.5055315,105.7701061,112.0314765,110.2410821,113.3542708,112.9362767,106.403678,104.6038975,118.9013659,107.768684,133.0402447,113.0534986,110.8979387,113.794412
2/1/01,107.4311991,120.4067001,104.851512,109.5209269,103.8715647,110.504,108.376347,107.5049222,116.8803776,106.1714892,112.9028991,111.0737813,114.5013588,114.2519433,106.8818859,104.8548689,120.144185,107.910239,135.0752616,114.126858,111.7055806,115.3905924
