"","Region","RegionName","StateName","MSAName","CountyName","CityName","ForecastYoYPctChange"
"1","State","Alaska","AK",NA,NA,NA,-4.42880154639175
"2","State","Alabama","AL",NA,NA,NA,1.08449612403101
"3","State","Arkansas","AR",NA,NA,NA,7.69498381877023
"4","State","Arizona","AZ",NA,NA,NA,3.80024311183145
"5","State","California","CA",NA,NA,NA,7.70298480131844
"6","State","Colorado","CO",NA,NA,NA,9.20426335671884
"7","State","Connecticut","CT",NA,NA,NA,3.75755068266446
"8","State","District of Columbia","DC",NA,NA,NA,1.81392119423711
"9","State","Delaware","DE",NA,NA,NA,4.90838709677419
"10","State","Florida","FL",NA,NA,NA,5.17184083952777
"11","State","Georgia","GA",NA,NA,NA,7.62568605927552
"12","State","Hawaii","HI",NA,NA,NA,2.04273504273504
"13","State","Iowa","IA",NA,NA,NA,1.17667844522968
"14","State","Idaho","ID",NA,NA,NA,2.25060926076361
"15","State","Illinois","IL",NA,NA,NA,5.07640449438203
"16","State","Indiana","IN",NA,NA,NA,2.48345323741008
"17","State","Kansas","KS",NA,NA,NA,3.13425253991291
"18","State","Kentucky","KY",NA,NA,NA,3.82715185444367
"19","State","Louisiana","LA",NA,NA,NA,2.09640190088256
"20","State","Massachusetts","MA",NA,NA,NA,9.63950310559005
"21","State","Maryland","MD",NA,NA,NA,4.84722706662015
"22","State","Maine","ME",NA,NA,NA,7.91902481497606
"23","State","Michigan","MI",NA,NA,NA,7.32545577312627
"24","State","Minnesota","MN",NA,NA,NA,8.20103986135181
"25","State","Missouri","MO",NA,NA,NA,5.25079567154678
"26","State","Mississippi","MS",NA,NA,NA,6.09951845906902
"27","State","Montana","MT",NA,NA,NA,2.20356676816007
"28","State","North Carolina","NC",NA,NA,NA,1.35770089285714
"29","State","North Dakota","ND",NA,NA,NA,2.04430379746836
"30","State","Nebraska","NE",NA,NA,NA,0.897213622291027
"31","State","New Hampshire","NH",NA,NA,NA,6.11656215418666
"32","State","New Jersey","NJ",NA,NA,NA,6.68429189857762
"33","State","New Mexico","NM",NA,NA,NA,2.8294979079498
"34","State","Nevada","NV",NA,NA,NA,11.035490605428
"35","State","New York","NY",NA,NA,NA,3.85324947589099
"36","State","Ohio","OH",NA,NA,NA,6.12289685442575
"37","State","Oklahoma","OK",NA,NA,NA,5.06090534979424
"38","State","Oregon","OR",NA,NA,NA,1.79026548672567
"39","State","Pennsylvania","PA",NA,NA,NA,6.09005847953217
"40","State","Rhode Island","RI",NA,NA,NA,6.85246491543721
"41","State","South Carolina","SC",NA,NA,NA,5.17156862745098
"42","State","South Dakota","SD",NA,NA,NA,4.54067245119305
"43","State","Tennessee","TN",NA,NA,NA,5.79963235294119
"44","State","Texas","TX",NA,NA,NA,3.59611344537816
"45","State","Utah","UT",NA,NA,NA,6.69975414874002
"46","State","Virginia","VA",NA,NA,NA,3.11338582677165
"47","State","Vermont","VT",NA,NA,NA,0.236345580933461
"48","State","Washington","WA",NA,NA,NA,6.10527711482365
"49","State","Wisconsin","WI",NA,NA,NA,3.02889858233371
"50","State","West Virginia","WV",NA,NA,NA,1.65289256198347
"51","State","Wyoming","WY",NA,NA,NA,0.89158794421953
"52","County","Ada County","ID","Boise City","Ada County",NA,2.24505380076363
"53","County","Bay County","FL","Panama City","Bay County",NA,6.26310772163965
"54","County","Bay County","MI","Bay City","Bay County",NA,-2.3186440677966
"55","County","Bee County","TX","Beeville","Bee County",NA,2.3660409556314
"56","County","Gem County","ID","Boise City","Gem County",NA,1.14717141641854
"57","County","Jay County","IN",NA,"Jay County",NA,7.86563614744351
"58","County","Kay County","OK","Ponca City","Kay County",NA,-0.197289156626501
"59","County","Lee County","AL","Auburn-Opelika","Lee County",NA,2.73490112239445
"60","County","Lee County","FL","Cape Coral-Fort Myers","Lee County",NA,0.749133448873485
"61","County","Lee County","GA","Albany","Lee County",NA,2.28460543337645
"62","County","Lee County","MS","Tupelo","Lee County",NA,1.01051051051051
"63","County","Lee County","NC","Sanford","Lee County",NA,2.4319478402608
"64","County","Lee County","TX",NA,"Lee County",NA,3.07670654468684
"65","County","Ashe County","NC",NA,"Ashe County",NA,2.05597579425114
"66","County","Bell County","TX","Killeen-Temple","Bell County",NA,0.663723325974974
"67","County","Bibb County","GA","Macon-Bibb County","Bibb County",NA,0.535751295336784
"68","County","Boyd County","KY","Huntington-Ashland","Boyd County",NA,0.795353982300884
"69","County","Camp County","TX",NA,"Camp County",NA,5.044286979628
"70","County","Cass County","MI","South Bend-Mishawaka","Cass County",NA,10.0142095914743
"71","County","Cass County","MN","Brainerd","Cass County",NA,6.28537735849057
"72","County","Cass County","MO","Kansas City","Cass County",NA,6.33487654320988
"73","County","Cass County","ND","Fargo","Cass County",NA,3.63426542387928
"74","County","Cass County","TX",NA,"Cass County",NA,2.01391650099403
"75","County","Clay County","FL","Jacksonville","Clay County",NA,10.4710462287105
"76","County","Clay County","KS",NA,"Clay County",NA,-1.66481687014428
"77","County","Clay County","MN","Fargo","Clay County",NA,6.00982928091049
"78","County","Clay County","MO","Kansas City","Clay County",NA,5.9592808038075
"79","County","Clay County","MS","West Point","Clay County",NA,2.7052947052947
"80","County","Clay County","NC",NA,"Clay County",NA,6.14190012180269
"81","County","Clay County","TX","Wichita Falls","Clay County",NA,-2.30941286113699
"82","County","Cobb County","GA","Atlanta-Sandy Springs-Roswell","Cobb County",NA,5.38161559888579
"83","County","Cole County","MO","Jefferson City","Cole County",NA,3.57270408163266
"84","County","Cook County","IL","Chicago-Naperville-Elgin","Cook County",NA,6.45960502692997
"85","County","Coos County","NH","Berlin","Coos County",NA,2.70307167235495
"86","County","Coos County","OR","Coos Bay","Coos County",NA,2.07256461232603
"87","County","Dade County","GA","Chattanooga","Dade County",NA,7.88470066518847
"88","County","Dade County","MO",NA,"Dade County",NA,4.40692640692641
"89","County","Dane County","WI","Madison","Dane County",NA,5.68264585655891
"90","County","Dare County","NC","Kill Devil Hills","Dare County",NA,-0.154137713202784
"91","County","Door County","WI",NA,"Door County",NA,0.289169873556894
"92","County","Dunn County","WI","Menomonie","Dunn County",NA,3.66021236727045
"93","County","Dyer County","TN","Dyersburg","Dyer County",NA,-0.555273189326555
"94","County","Elko County","NV","Elko","Elko County",NA,-3.11539976368649
"95","County","Erie County","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",NA,7.70703363914373
"96","County","Erie County","OH","Sandusky","Erie County",NA,0.673501577287072
"97","County","Erie County","PA","Erie","Erie County",NA,1.5815485996705
"98","County","Ford County","IL","Champaign-Urbana","Ford County",NA,3.91080402010051
"99","County","Ford County","KS","Dodge City","Ford County",NA,7.27534965034966
"100","County","Frio County","TX",NA,"Frio County",NA,-0.621315192743765
"101","County","Gage County","NE","Beatrice","Gage County",NA,2.12545454545454
"102","County","Gila County","AZ","Payson","Gila County",NA,6.08191126279864
"103","County","Gray County","KS",NA,"Gray County",NA,4.32651245551601
"104","County","Gray County","TX","Pampa","Gray County",NA,2.12593516209476
"105","County","Gulf County","FL","Panama City","Gulf County",NA,2.16349384098544
"106","County","Hale County","TX","Plainview","Hale County",NA,-0.764627659574468
"107","County","Hall County","GA","Gainesville","Hall County",NA,7.03987408184681
"108","County","Hall County","NE","Grand Island","Hall County",NA,4.99423076923078
"109","County","Hall County","TX",NA,"Hall County",NA,6.81226053639847
"110","County","Hart County","GA",NA,"Hart County",NA,6.79841374752148
"111","County","Hays County","TX","Austin-Round Rock","Hays County",NA,4.16840926064228
"112","County","Hill County","MT",NA,"Hill County",NA,5.5070093457944
"113","County","Hill County","TX",NA,"Hill County",NA,-1.16337719298245
"114","County","Hoke County","NC","Fayetteville","Hoke County",NA,2.88709677419354
"115","County","Hood County","TX","Dallas-Fort Worth-Arlington","Hood County",NA,5.93889648882808
"116","County","Hunt County","TX","Dallas-Fort Worth-Arlington","Hunt County",NA,13.8112874779541
"117","County","Inyo County","CA",NA,"Inyo County",NA,3.38575922219044
"118","County","Iowa County","IA",NA,"Iowa County",NA,1.84464172479391
"119","County","Iowa County","WI","Madison","Iowa County",NA,14.163782447466
"120","County","Iron County","UT","Cedar City","Iron County",NA,-2.30741079597439
"121","County","Jack County","TX",NA,"Jack County",NA,-0.317934782608698
"122","County","Juab County","UT","Provo-Orem","Juab County",NA,4.80039331366764
"123","County","Kane County","IL","Chicago-Naperville-Elgin","Kane County",NA,6.19921534437664
"124","County","Kane County","UT",NA,"Kane County",NA,2.98713158987132
"125","County","Kent County","DE","Dover","Kent County",NA,-0.439788053949908
"126","County","Kent County","MD",NA,"Kent County",NA,4.07150050352467
"127","County","Kent County","MI","Grand Rapids-Wyoming","Kent County",NA,4.08474576271187
"128","County","Kent County","RI","Providence-Warwick","Kent County",NA,7.82912457912457
"129","County","Kern County","CA","Bakersfield","Kern County",NA,4.46870588235293
"130","County","Kerr County","TX","Kerrville","Kerr County",NA,-1.87549407114624
"131","County","King County","WA","Seattle-Tacoma-Bellevue","King County",NA,1.88607188703467
"132","County","Knox County","IL","Galesburg","Knox County",NA,1.45601173020529
"133","County","Knox County","IN","Vincennes","Knox County",NA,4.38300349243306
"134","County","Knox County","ME",NA,"Knox County",NA,1.86465517241379
"135","County","Knox County","OH","Mount Vernon","Knox County",NA,8.13108882521489
"136","County","Knox County","TN","Knoxville","Knox County",NA,4.64285714285715
"137","County","Lake County","CA","Clearlake","Lake County",NA,-1.91183478951549
"138","County","Lake County","CO",NA,"Lake County",NA,5.06001655629138
"139","County","Lake County","FL","Orlando-Kissimmee-Sanford","Lake County",NA,8.93571093383387
"140","County","Lake County","IL","Chicago-Naperville-Elgin","Lake County",NA,6.40878661087867
"141","County","Lake County","IN","Chicago-Naperville-Elgin","Lake County",NA,9.12903225806452
"142","County","Lake County","MN",NA,"Lake County",NA,1.05581127733025
"143","County","Lake County","MT",NA,"Lake County",NA,1.9908592321755
"144","County","Lake County","OH","Cleveland-Elyria","Lake County",NA,4.86101694915255
"145","County","Lamb County","TX",NA,"Lamb County",NA,-3.26403326403326
"146","County","Lane County","KS",NA,"Lane County",NA,2.86348684210527
"147","County","Lane County","OR","Eugene","Lane County",NA,3.30097765363129
"148","County","Leon County","FL","Tallahassee","Leon County",NA,3.73765945646145
"149","County","Leon County","TX",NA,"Leon County",NA,0.473441108545036
"150","County","Linn County","IA","Cedar Rapids","Linn County",NA,2.22863099374566
"151","County","Linn County","KS","Kansas City","Linn County",NA,3.9745308310992
"152","County","Linn County","OR","Albany","Linn County",NA,7.45293875873407
"153","County","Long County","GA","Hinesville","Long County",NA,4.31106988249845
"154","County","Luna County","NM","Deming","Luna County",NA,-5.72222222222222
"155","County","Lynn County","TX","Lubbock","Lynn County",NA,-0.673352435530084
"156","County","Lyon County","KS","Emporia","Lyon County",NA,-1.20922746781116
"157","County","Lyon County","MN","Marshall","Lyon County",NA,8.58749069247953
"158","County","Lyon County","NV","Fernley","Lyon County",NA,14.3101114649681
"159","County","Maui County","HI","Kahului-Wailuku-Lahaina","Maui County",NA,2.0476862745098
"160","County","Mesa County","CO","Grand Junction","Mesa County",NA,2.98794662074904
"161","County","Napa County","CA","Napa","Napa County",NA,5.80257446490047
"162","County","Ness County","KS",NA,"Ness County",NA,3.63471074380166
"163","County","Ohio County","WV","Wheeling","Ohio County",NA,1.42233009708739
"164","County","Otoe County","NE",NA,"Otoe County",NA,1.20069444444444
"165","County","Owen County","IN","Bloomington","Owen County",NA,-3.56987295825771
"166","County","Owen County","KY",NA,"Owen County",NA,-0.746079163554891
"167","County","Page County","IA",NA,"Page County",NA,3.45988023952095
"168","County","Page County","VA",NA,"Page County",NA,2.84508899143046
"169","County","Park County","CO","Denver-Aurora-Lakewood","Park County",NA,9.63679106670585
"170","County","Park County","MT",NA,"Park County",NA,5.56940133037693
"171","County","Park County","WY",NA,"Park County",NA,0.597444089456878
"172","County","Pike County","AL","Troy","Pike County",NA,1.6062015503876
"173","County","Pike County","GA","Atlanta-Sandy Springs-Roswell","Pike County",NA,7.97274749721912
"174","County","Pike County","IN","Jasper","Pike County",NA,10.7335907335907
"175","County","Pike County","MS","McComb","Pike County",NA,2.64864864864864
"176","County","Pike County","PA","New York-Newark-Jersey City","Pike County",NA,16.591784338896
"177","County","Pima County","AZ","Tucson","Pima County",NA,0.731092436974801
"178","County","Pine County","MN",NA,"Pine County",NA,3.19439475253429
"179","County","Polk County","AR",NA,"Polk County",NA,0.502217294900231
"180","County","Polk County","FL","Lakeland-Winter Haven","Polk County",NA,3.56937248128959
"181","County","Polk County","GA","Cedartown","Polk County",NA,8.22666666666667
"182","County","Polk County","IA","Des Moines-West Des Moines","Polk County",NA,3.44499178981938
"183","County","Polk County","NC",NA,"Polk County",NA,2.38664812239222
"184","County","Polk County","OR","Salem","Polk County",NA,3.56996021220159
"185","County","Polk County","TN","Cleveland","Polk County",NA,3.19588638589619
"186","County","Polk County","TX",NA,"Polk County",NA,1.81437543614793
"187","County","Polk County","WI",NA,"Polk County",NA,0.17735413056037
"188","County","Pope County","AR","Russellville","Pope County",NA,4.68055555555555
"189","County","Real County","TX",NA,"Real County",NA,0.981243830207301
"190","County","Reno County","KS","Hutchinson","Reno County",NA,2.75770925110133
"191","County","Rhea County","TN","Dayton","Rhea County",NA,5.46249999999999
"192","County","Rice County","KS",NA,"Rice County",NA,-0.608534322820042
"193","County","Rice County","MN","Faribault-Northfield","Rice County",NA,4.73830935251798
"194","County","Ross County","OH","Chillicothe","Ross County",NA,4.15453728661275
"195","County","Rush County","IN",NA,"Rush County",NA,1.24201355275895
"196","County","Rush County","KS",NA,"Rush County",NA,-1.34565217391305
"197","County","Rusk County","TX","Longview","Rusk County",NA,0.445660672400305
"198","County","Sauk County","WI","Baraboo","Sauk County",NA,4.35904707884289
"199","County","Tate County","MS","Memphis","Tate County",NA,6.5263940520446
"200","County","Tift County","GA","Tifton","Tift County",NA,1.29173166926677
"201","County","Todd County","MN",NA,"Todd County",NA,6.63039867109634
"202","County","Utah County","UT","Provo-Orem","Utah County",NA,6.4168881015648
"203","County","Vigo County","IN","Terre Haute","Vigo County",NA,-2.64261168384879
"204","County","Wake County","NC","Raleigh","Wake County",NA,3.26112863652295
"205","County","Ward County","ND","Minot","Ward County",NA,-1.96669550173011
"206","County","Ward County","TX",NA,"Ward County",NA,8.02848722986247
"207","County","Ware County","GA","Waycross","Ware County",NA,12.7075471698113
"208","County","Webb County","TX","Laredo","Webb County",NA,0.82124910265613
"209","County","Weld County","CO","Greeley","Weld County",NA,7.42490613266584
"210","County","Will County","IL","Chicago-Naperville-Elgin","Will County",NA,7.06363636363636
"211","County","Wise County","TX","Dallas-Fort Worth-Arlington","Wise County",NA,13.1013195098963
"212","County","Wood County","OH","Toledo","Wood County",NA,3.29243937232524
"213","County","Wood County","WI","Wisconsin Rapids-Marshfield","Wood County",NA,1.62736660929432
"214","County","Wood County","WV","Parkersburg-Vienna","Wood County",NA,0.590909090909086
"215","County","Yolo County","CA","Sacramento--Roseville--Arden-Arcade","Yolo County",NA,4.85530546623794
"216","County","York County","ME","Portland-South Portland","York County",NA,4.18103744417726
"217","County","York County","PA","York-Hanover","York County",NA,4.44500846023688
"218","County","York County","SC","Charlotte-Concord-Gastonia","York County",NA,9.70080428954423
"219","County","York County","VA","Virginia Beach-Norfolk-Newport News","York County",NA,2.61653116531166
"220","County","Yuba County","CA","Yuba City","Yuba County",NA,4.21184778344448
"221","County","Yuma County","AZ","Yuma","Yuma County",NA,2.99723947550035
"222","County","Adair County","MO","Kirksville","Adair County",NA,-1.01049868766404
"223","County","Adams County","CO","Denver-Aurora-Lakewood","Adams County",NA,5.40239162929745
"224","County","Adams County","ID",NA,"Adams County",NA,0.968023255813955
"225","County","Adams County","IL","Quincy","Adams County",NA,3.39599236641221
"226","County","Adams County","IN","Decatur","Adams County",NA,3.75080385852089
"227","County","Adams County","MS","Natchez","Adams County",NA,-0.140298507462688
"228","County","Adams County","PA","Gettysburg","Adams County",NA,1.89950000000001
"229","County","Adams County","WA","Othello","Adams County",NA,3.9208549971115
"230","County","Aiken County","SC","Augusta-Richmond County","Aiken County",NA,3.18804920913884
"231","County","Allen County","IN","Fort Wayne","Allen County",NA,5.82807807807808
"232","County","Allen County","KS",NA,"Allen County",NA,-0.0379746835443062
"233","County","Allen County","OH","Lima","Allen County",NA,2.04477611940299
"234","County","Anoka County","MN","Minneapolis-St. Paul-Bloomington","Anoka County",NA,5.83772819472617
"235","County","Anson County","NC",NA,"Anson County",NA,0.351437699680512
"236","County","Baker County","FL","Jacksonville","Baker County",NA,10.0868824531516
"237","County","Banks County","GA",NA,"Banks County",NA,2.43243243243243
"238","County","Barry County","MI","Grand Rapids-Wyoming","Barry County",NA,6.48903225806452
"239","County","Barry County","MO",NA,"Barry County",NA,1.69533762057879
"240","County","Bates County","MO","Kansas City","Bates County",NA,6.84424603174603
"241","County","Berks County","PA","Reading","Berks County",NA,6.80298678920161
"242","County","Bexar County","TX","San Antonio-New Braunfels","Bexar County",NA,2.4637436762226
"243","County","Blair County","PA","Altoona","Blair County",NA,1.01317957166391
"244","County","Boise County","ID","Boise City","Boise County",NA,3.26060606060605
"245","County","Boone County","AR","Harrison","Boone County",NA,5.61463844797179
"246","County","Boone County","IA","Boone","Boone County",NA,0.645138888888885
"247","County","Boone County","IL","Rockford","Boone County",NA,2.64983606557376
"248","County","Boone County","IN","Indianapolis-Carmel-Anderson","Boone County",NA,-2.09758281110116
"249","County","Boone County","KY","Cincinnati","Boone County",NA,5.4954081632653
"250","County","Boone County","MO","Columbia","Boone County",NA,3.3209249858996
"251","County","Boyle County","KY","Danville","Boyle County",NA,3.89795918367346
"252","County","Bronx County","NY","New York-Newark-Jersey City","Bronx County",NA,7.57601115760111
"253","County","Brown County","IN","Indianapolis-Carmel-Anderson","Brown County",NA,-2.86970010341262
"254","County","Brown County","KS",NA,"Brown County",NA,3.07027027027027
"255","County","Brown County","OH","Cincinnati","Brown County",NA,8.92971246006389
"256","County","Brown County","TX","Brownwood","Brown County",NA,4.53186274509805
"257","County","Brown County","WI","Green Bay","Brown County",NA,2.15202312138729
"258","County","Bryan County","GA","Savannah","Bryan County",NA,8.07702582368655
"259","County","Bryan County","OK","Durant","Bryan County",NA,2.7837582625118
"260","County","Bucks County","PA","Philadelphia-Camden-Wilmington","Bucks County",NA,5.35290482076638
"261","County","Butte County","CA","Chico","Butte County",NA,4.04131054131054
"262","County","Butts County","GA","Atlanta-Sandy Springs-Roswell","Butts County",NA,8.94634146341464
"263","County","Cache County","UT","Logan","Cache County",NA,-5.27052384675528
"264","County","Cecil County","MD","Philadelphia-Camden-Wilmington","Cecil County",NA,7.82418069087689
"265","County","Cedar County","IA",NA,"Cedar County",NA,-4.06483790523691
"266","County","Cedar County","MO",NA,"Cedar County",NA,1.98025751072961
"267","County","Chase County","KS",NA,"Chase County",NA,-2.78510998307953
"268","County","Clare County","MI",NA,"Clare County",NA,8.6271576524741
"269","County","Clark County","IL",NA,"Clark County",NA,-5.70596393897365
"270","County","Clark County","KS",NA,"Clark County",NA,3.69485294117646
"271","County","Clark County","KY","Lexington-Fayette","Clark County",NA,6.57918263090678
"272","County","Clark County","MO","Fort Madison-Keokuk","Clark County",NA,4.08070617906684
"273","County","Clark County","NV","Las Vegas-Henderson-Paradise","Clark County",NA,7.38595220854454
"274","County","Clark County","OH","Springfield","Clark County",NA,4.57315936626281
"275","County","Clark County","WA","Portland-Vancouver-Hillsboro","Clark County",NA,3.62575801328329
"276","County","Cocke County","TN","Newport","Cocke County",NA,4.77083333333332
"277","County","Coles County","IL","Charleston-Mattoon","Coles County",NA,-0.0604938271604905
"278","County","Comal County","TX","San Antonio-New Braunfels","Comal County",NA,1.82460648891745
"279","County","Cooke County","TX","Gainesville","Cooke County",NA,2.63926293408929
"280","County","Creek County","OK","Tulsa","Creek County",NA,9.66530612244898
"281","County","Crook County","OR","Prineville","Crook County",NA,0.84624948197265
"282","County","Curry County","OR","Brookings","Curry County",NA,3.69002335669002
"283","County","Davie County","NC","Winston-Salem","Davie County",NA,9.43488509133765
"284","County","Davis County","UT","Ogden-Clearfield","Davis County",NA,2.88278931750743
"285","County","Delta County","MI","Escanaba","Delta County",NA,3.73721881390594
"286","County","Dixie County","FL",NA,"Dixie County",NA,2.63027027027027
"287","County","Dodge County","MN","Rochester","Dodge County",NA,10.7159376571141
"288","County","Dodge County","NE","Fremont","Dodge County",NA,-0.239049740163322
"289","County","Dodge County","WI","Beaver Dam","Dodge County",NA,2.31381285805219
"290","County","Dukes County","MA","Vineyard Haven","Dukes County",NA,4.69215516173007
"291","County","Duval County","FL","Jacksonville","Duval County",NA,11.4181818181818
"292","County","Duval County","TX",NA,"Duval County",NA,4.53724928366763
"293","County","Eagle County","CO","Edwards","Eagle County",NA,2.79369904656626
"294","County","Eaton County","MI","Lansing-East Lansing","Eaton County",NA,4.16623376623377
"295","County","Ector County","TX","Odessa","Ector County",NA,-7.30924678505818
"296","County","Ellis County","KS","Hays","Ellis County",NA,1.78097475044039
"297","County","Ellis County","TX","Dallas-Fort Worth-Arlington","Ellis County",NA,8.95441860465116
"298","County","Emmet County","MI",NA,"Emmet County",NA,4.93011435832273
"299","County","Erath County","TX","Stephenville","Erath County",NA,-3.77817150956768
"300","County","Essex County","MA","Boston-Cambridge-Newton","Essex County",NA,9.21679284239505
"301","County","Essex County","NJ","New York-Newark-Jersey City","Essex County",NA,6.00362412632669
"302","County","Essex County","NY",NA,"Essex County",NA,2.53532781667727
"303","County","Ferry County","WA",NA,"Ferry County",NA,-5.14331723027375
"304","County","Floyd County","GA","Rome","Floyd County",NA,4.95483359746434
"305","County","Floyd County","IN","Louisville/Jefferson County","Floyd County",NA,0.0137328339575582
"306","County","Floyd County","TX",NA,"Floyd County",NA,3.34006734006733
"307","County","Garza County","TX",NA,"Garza County",NA,5.0552268244576
"308","County","Geary County","KS","Junction City","Geary County",NA,-0.867175572519086
"309","County","Giles County","TN",NA,"Giles County",NA,3.10536398467434
"310","County","Giles County","VA","Blacksburg-Christiansburg-Radford","Giles County",NA,2.78785131459656
"311","County","Glenn County","CA",NA,"Glenn County",NA,5.05736940298507
"312","County","Glynn County","GA","Brunswick","Glynn County",NA,4.47022268254791
"313","County","Grady County","OK","Oklahoma City","Grady County",NA,3.05445544554455
"314","County","Grand County","CO",NA,"Grand County",NA,8.21536636013052
"315","County","Grant County","IN","Marion","Grant County",NA,3.14475271411339
"316","County","Grant County","KS",NA,"Grant County",NA,6.29268292682927
"317","County","Grant County","KY","Cincinnati","Grant County",NA,7.66403162055336
"318","County","Grant Parish","LA","Alexandria","Grant Parish",NA,17.166468489893
"319","County","Grant County","NM","Silver City","Grant County",NA,-2.39130434782608
"320","County","Grant County","WA","Moses Lake","Grant County",NA,1.05759162303665
"321","County","Grant County","WI","Platteville","Grant County",NA,-2.20089619118745
"322","County","Green County","WI","Madison","Green County",NA,9.73619631901841
"323","County","Henry County","GA","Atlanta-Sandy Springs-Roswell","Henry County",NA,9.18958687040181
"324","County","Henry County","IN","New Castle","Henry County",NA,5.93279258400927
"325","County","Henry County","OH",NA,"Henry County",NA,4.97813765182187
"326","County","Henry County","TN","Paris","Henry County",NA,-0.733984799131382
"327","County","Henry County","VA","Martinsville","Henry County",NA,3.33848133848134
"328","County","Horry County","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County",NA,2.25042783799201
"329","County","Huron County","OH","Norwalk","Huron County",NA,0.767056530214427
"330","County","Idaho County","ID",NA,"Idaho County",NA,2.28244654400795
"331","County","Ionia County","MI","Ionia","Ionia County",NA,10.030213706706
"332","County","Iosco County","MI",NA,"Iosco County",NA,5.07105263157894
"333","County","Irion County","TX","San Angelo","Irion County",NA,1.78200972447327
"334","County","Jones County","GA","Macon-Bibb County","Jones County",NA,3.74220532319391
"335","County","Jones County","TX","Abilene","Jones County",NA,15.3711790393013
"336","County","Kauai County","HI","Kapaa","Kauai County",NA,3.69400514895182
"337","County","Kings County","CA","Hanford-Corcoran","Kings County",NA,2.22118088097469
"338","County","Kings County","NY","New York-Newark-Jersey City","Kings County",NA,4.83220620135256
"339","County","Kiowa County","KS",NA,"Kiowa County",NA,0.213393870601597
"340","County","Lamar County","GA","Atlanta-Sandy Springs-Roswell","Lamar County",NA,12.9869918699187
"341","County","Lamar County","MS","Hattiesburg","Lamar County",NA,6.09489851892484
"342","County","Latah County","ID","Moscow","Latah County",NA,0.449121373109929
"343","County","Leake County","MS",NA,"Leake County",NA,2.54475982532751
"344","County","Lemhi County","ID",NA,"Lemhi County",NA,3.45997286295794
"345","County","Lewis County","ID",NA,"Lewis County",NA,7.82235834609495
"346","County","Lewis County","NY",NA,"Lewis County",NA,2.69999999999999
"347","County","Lewis County","TN",NA,"Lewis County",NA,3.5923159018143
"348","County","Lewis County","WA","Centralia","Lewis County",NA,-2.23086956521739
"349","County","Llano County","TX",NA,"Llano County",NA,-0.19903884661594
"350","County","Logan County","CO","Sterling","Logan County",NA,6.75214285714285
"351","County","Logan County","IL","Lincoln","Logan County",NA,3.10778443113773
"352","County","Logan County","OH","Bellefontaine","Logan County",NA,3.45575959933222
"353","County","Logan County","OK","Oklahoma City","Logan County",NA,2.24420788979336
"354","County","Lucas County","OH","Toledo","Lucas County",NA,4.93181818181818
"355","County","Macon County","IL","Decatur","Macon County",NA,0.759628154050462
"356","County","Macon County","MO",NA,"Macon County",NA,-1.30546075085324
"357","County","Macon County","NC",NA,"Macon County",NA,1.76254935138185
"358","County","Macon County","TN","Nashville-Davidson--Murfreesboro--Franklin","Macon County",NA,5.76000000000001
"359","County","Marin County","CA","San Francisco-Oakland-Hayward","Marin County",NA,6.58229706390328
"360","County","Mason County","MI","Ludington","Mason County",NA,4.24484304932735
"361","County","Mason County","WA","Shelton","Mason County",NA,6.08684499816783
"362","County","Maury County","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County",NA,11.7106469689251
"363","County","Mayes County","OK",NA,"Mayes County",NA,4.19099099099098
"364","County","Meade County","KS",NA,"Meade County",NA,-0.794160583941605
"365","County","Meade County","KY","Elizabethtown-Fort Knox","Meade County",NA,5.80379746835442
"366","County","Miami County","IN","Peru","Miami County",NA,1.7685534591195
"367","County","Miami County","KS","Kansas City","Miami County",NA,6.53514622883531
"368","County","Miami County","OH","Dayton","Miami County",NA,1.11206281227694
"369","County","Milam County","TX",NA,"Milam County",NA,0.0927835051546477
"370","County","Mills County","IA","Omaha-Council Bluffs","Mills County",NA,-0.912515188335361
"371","County","Moore County","NC","Pinehurst-Southern Pines","Moore County",NA,-0.69843462246777
"372","County","Moore County","TX","Dumas","Moore County",NA,4.71345029239767
"373","County","Mower County","MN","Austin","Mower County",NA,1.61724806201551
"374","County","Noble County","IN","Kendallville","Noble County",NA,14.6671911880409
"375","County","Nolan County","TX","Sweetwater","Nolan County",NA,4.28822733423546
"376","County","Obion County","TN","Union City","Obion County",NA,1.33417085427137
"377","County","Ocean County","NJ","New York-Newark-Jersey City","Ocean County",NA,7.08945117605131
"378","County","Osage County","KS","Topeka","Osage County",NA,1.88594704684317
"379","County","Osage County","MO","Jefferson City","Osage County",NA,3.10631834750912
"380","County","Osage County","OK","Tulsa","Osage County",NA,8.75970425138632
"381","County","Otero County","CO",NA,"Otero County",NA,9.5556805399325
"382","County","Ouray County","CO",NA,"Ouray County",NA,1.96537299558448
"383","County","Parke County","IN",NA,"Parke County",NA,-4.95232120451694
"384","County","Pasco County","FL","Tampa-St. Petersburg-Clearwater","Pasco County",NA,4.86693091732728
"385","County","Payne County","OK","Stillwater","Payne County",NA,1.25016458196181
"386","County","Peach County","GA","Warner Robins","Peach County",NA,2.32520325203251
"387","County","Perry County","IN",NA,"Perry County",NA,3.13979496738117
"388","County","Perry County","MO",NA,"Perry County",NA,3.11516853932585
